Gene;OverallAverageExpression;case_avg;control_avg
ACSL3;6,49717939464102e-02;0,074021262134462917;5,13974708017060e-02
ACSL4;2,23672667217149e-02;0,029158838923461536;1,21798177124116e-02
ACSL5;1,52650148185228e-01;0,122667513523769117;1,97624500618621e-01
ACSL6;6,32859567965886e-03;0,007366482969985283;4,77175088238422e-03
ACSM3;3,36236648106241e-02;0,026327786219672900;4,45675801391348e-02
ACSS1;5,81722808601848e-02;0,057846634811450255;5,86607542825408e-02
ACSS2;8,73360717425815e-02;0,065533819811559826;1,20039740824999e-01
ACTA2;8,63000809391511e-02;0,098775872464615236;6,75862270271398e-02
ACTB;2,16839110622886e+00;2,144921214369684748;2,20359625747612e+00
ACTG1;1,58331873540960e+00;1,557683890913203140;1,62177134452731e+00
ACTG2;2,51334880559477e-02;0,032843006846538701;1,35691069034936e-02
ACTL10;8,38438037397204e-03;0,009051947987743728;7,38302003743430e-03
ACTL6A;7,75715399302621e-02;0,072197046482025504;8,56333518831210e-02
ACTN1;9,71065392016211e-02;0,105789655404506466;8,40817489275811e-02
ACTN4;2,48881290974175e-01;0,240673893324826055;2,61192497064322e-01
ACTR10;1,13171296606554e-01;0,103783637729573219;1,27252910301446e-01
ACTR1A;8,02301838690994e-02;0,075661145559155582;8,70838023570447e-02
ACTR1B;7,16844284878291e-02;0,067513959575855348;7,79401875556175e-02
ACTR2;2,14033920689926e-01;0,233036105109208524;1,85530390272177e-01
ACTR3;2,95788394031438e-01;0,323769136586707362;2,53816906494143e-01
ACTR3B;8,74332640872798e-03;0,008694042534947466;8,81725287762290e-03
ACTR3C;1,35996109304979e-02;0,012901746073290478;1,46464175368323e-02
ACTR5;1,03984998812162e-02;0,009676168117435003;1,14820071741855e-02
ACTR6;3,67692527669565e-02;0,037478548953953771;3,57052990132633e-02
ACTR8;2,02772844979527e-02;0,020575481949389553;1,98299843381406e-02
ACVR1;1,53765396610201e-02;0,018205233345601896;1,11334613547623e-02
ACVR1B;3,15837448744260e-02;0,027850740161595038;3,71833018008286e-02
ACVR1C;1,09574857802574e-02;0,009533014779252839;1,30942113066728e-02
ACVR2A;1,10204730217029e-02;0,011281640326423524;1,06287185765312e-02
ACVR2B;5,84981456636428e-03;0,006697335879069351;4,57852127800609e-03
ACVRL1;9,88241037379927e-02;0,093962145060735192;1,06117106689086e-01
ACY1;1,06540760261620e-02;0,006760773315093540;1,64940820908244e-02
ACY3;2,44626478921599e-02;0,028584085710729533;1,82804361193257e-02
ACYP1;5,35593941528829e-02;0,047288982431469735;6,29650954811858e-02
ACYP2;5,88175299003755e-02;0,055394995287683477;6,39513775300022e-02
ADA;4,51061114738335e-02;0,049326847914949956;3,87749504409693e-02
ADAL;2,17902135241391e-02;0,020762562494356551;2,33317037938848e-02
ADAM10;5,22612330770792e-02;0,061332245782005253;3,86545928693215e-02
ADAM12;2,98342244462950e-03;0,004292806145457105;1,01932940555920e-03
ADAM15;7,79235349562318e-02;0,086387720176336558;6,52271440803550e-02
ADAM17;3,68478243219571e-02;0,045867976396282116;2,33174757393837e-02
ADAM19;2,83627635712050e-02;0,038410174418097305;1,32915131099479e-02
ADAM28;7,77317698351028e-02;0,079276538828783841;7,54145957130002e-02
ADAM8;1,84673580497236e-02;0,019830851021910983;1,64221003809426e-02
ADAM9;4,52665982766696e-02;0,054077231573227892;3,20505306590313e-02
ADAMDEC1;2,60970741163752e-01;0,208717989796207981;3,39350566090850e-01
ADAMTS1;1,40469563918118e-02;0,017320420660361074;9,13671626934876e-03
ADAMTS2;5,50458949234261e-03;0,006656483818918895;3,77673261804131e-03
ADAMTS4;4,44035521845160e-03;0,005892837221931049;2,26161281421536e-03
ADAMTS5;5,66057585493310e-03;0,007440943061521780;2,99000126687333e-03
ADAMTS6;4,96543675486375e-03;0,007676730302529249;8,98460221949693e-04
ADAMTS7;2,60490714462072e-03;0,003177311473976338;1,74629300568613e-03
ADAMTS9;9,46673080048984e-03;0,013374671944385758;3,60476689107886e-03
ADAMTS9-AS2;3,68996526201756e-03;0,004579308753010449;2,35593814766019e-03
ADAMTSL4;3,97361662335365e-03;0,004456445662815763;3,24936661560637e-03
ADAP1;4,77451956875571e-02;0,041637284817498399;5,69071435685043e-02
ADAP2;2,25653411097513e-02;0,018207999809741974;2,91014112554180e-02
ADAR;1,32602592365236e-01;0,143510753586085477;1,16240204847058e-01
ADARB1;7,01168250329028e-03;0,009342932278171732;3,51477670532989e-03
ADAT1;1,85919889957378e-02;0,020837537064171970;1,52236369020608e-02
ADAT2;1,31251818005272e-02;0,013923697750245139;1,19273972111542e-02
ADAT3;4,23165836155490e-03;0,002602501173678038;6,67541590202055e-03
ADC;8,52369801607109e-03;0,004997083585243303;1,38136667629676e-02
ADCK1;9,28676771619522e-03;0,007943627940554412;1,13014953183237e-02
ADCK2;3,23189546178137e-02;0,031676386351727662;3,32828155989373e-02
ADCK3;6,82939155886165e-02;0,054350717925117781;8,92088983060199e-02
ADCK4;1,85629458830364e-02;0,018073580661399496;1,92970002513416e-02
ADCK5;3,89166395403006e-02;0,033267179782720070;4,73909046295622e-02
ADCY3;1,48469481928596e-02;0,015352476210760323;1,40886494142920e-02
ADCY4;7,59566689156625e-03;0,009022647279157237;5,45517725175645e-03
ADCY6;3,94116680066154e-02;0,029645919242927039;5,40604215812525e-02
ADCY7;1,62107686581655e-02;0,018478429750970419;1,28092467325957e-02
ADCY9;1,06377100739320e-02;0,009543080524872434;1,22796690171429e-02
ADCYAP1;3,40864057037008e-03;0,005579120010049204;1,52892422424971e-04
ADD1;9,01507889110022e-02;0,083779095763064526;9,97084137317834e-02
ADD3;1,12556395935482e-01;0,123081552279033724;9,67685208485764e-02
ADH1A;7,91672014322204e-03;0,002946697431934490;1,53718205886387e-02
ADH1B;5,97666101481817e-02;0,043143039350521224;8,47021883652776e-02
ADH5;2,10006445172905e-01;0,165669888289217054;2,76511872647338e-01
ADH6;1,12064552130334e-02;0,008782704709855566;1,48421133388570e-02
ADHFE1;4,59950728434109e-03;0,003667996583341116;5,99678577688469e-03
ADI1;3,02954313870673e-01;0,268538647618227488;3,54578272897100e-01
ADIPOR1;1,60629074990617e-01;0,155839706465414229;1,67813191744130e-01
ADIPOR2;4,95891039934277e-02;0,049195794208426784;5,01790739238846e-02
ADIRF;3,01776267784838e-01;0,169616341221720257;5,00017922727233e-01
ADK;5,90598278184001e-02;0,054634344423938469;6,56981120158355e-02
ADM;1,02999349658394e-01;0,102971308105594225;1,03041412362110e-01
ADM2;1,04572454264653e-02;0,010717915315627716;1,00662371112742e-02
ADM5;5,52769559051725e-03;0,006976045316475442;3,35515165775265e-03
ADNP;4,31628363522582e-02;0,051180427844892087;3,11363420321911e-02
ADNP2;1,85567910299413e-02;0,022283482521197863;1,29667040202183e-02
ADO;1,48516042816347e-02;0,017640569270034771;1,06681195502569e-02
ADORA2A-AS1;4,96132307476240e-03;0,006420062885146500;2,77319387659136e-03
ADORA2B;1,69692859404189e-02;0,012743086858403332;2,33086410075894e-02
ADORA3;1,36168142713645e-02;0,008977856803644654;2,05753124297980e-02
ADPGK;7,92676973075186e-02;0,081574407432940282;7,58076013114937e-02
ADPRH;6,57007080783804e-03;0,007619259811878785;4,99627328904882e-03
ADPRHL2;5,26408878911629e-02;0,049608946309905269;5,71888407569668e-02
ADPRM;1,79184538008602e-02;0,018217556094046669;1,74697963663388e-02
ADRA2A;1,15339048567781e-02;0,010963742483216103;1,23891560320793e-02
ADRB2;2,48981429002015e-02;0,025041594362391881;2,46829637910110e-02
ADRBK1;5,92198997091692e-02;0,059095398348877975;5,94066534124177e-02
ADRBK2;9,93577075200745e-03;0,013173393499765592;5,07929338942215e-03
ADRM1;2,67371696982366e-01;0,253720063161248177;2,87849330042137e-01
ADSL;9,29541089632137e-02;0,087868931549114807;1,00581943000827e-01
ADSS;8,29912669641699e-02;0,088459353568392282;7,47890640273238e-02
ADSSL1;6,81441191578090e-03;0,005856766588133002;8,25089269734448e-03
ADTRP;6,69573390316150e-02;0,055774457914244388;8,37318100636707e-02
AEBP1;4,15420321340053e-02;0,046543168837500426;3,40402602847259e-02
AEBP2;1,58041491277090e-02;0,019797342096673436;9,81430634209136e-03
AEN;2,67299315775564e-02;0,030053410550160673;2,17446687310259e-02
AES;2,78356830110215e-01;0,269926430510608162;2,91002542104113e-01
AFAP1;1,79670116145088e-02;0,020104480910820420;1,47607791224908e-02
AFAP1L1;2,59355309834907e-03;0,003358064004911209;1,44677652787324e-03
AFAP1L2;7,85714393572906e-03;0,010666740022481897;3,64271228127779e-03
AFF1;2,80964069925581e-02;0,030964521446842374;2,37941970052517e-02
AFF3;7,15569756613410e-03;0,010236382914934748;2,53462839800500e-03
