"","interaction_id","sender_cell_type","sender_gene","receiver_cell_type","receiver_gene","sender_pval","receiver_pval","sender_logfc","receiver_logfc"
"141","Mono:HMGB1_Mono:CXCR4","Mono","HMGB1","Mono","CXCR4",NA,0,NA,0.331253411563129
"142","Mono:HMGB1_Mono:HAVCR2","Mono","HMGB1","Mono","HAVCR2",NA,NA,NA,NA
"143","Mono:HMGB1_Mono:THBD","Mono","HMGB1","Mono","THBD",NA,NA,NA,NA
"144","Mono:HMGB1_Mono:TLR2","Mono","HMGB1","Mono","TLR2",NA,NA,NA,NA
"145","Mono:HMGB1_Mono:TLR4","Mono","HMGB1","Mono","TLR4",NA,NA,NA,NA
"146","Mono:HSP90AA1_Mono:LRP1","Mono","HSP90AA1","Mono","LRP1",NA,NA,NA,NA
"147","Mono:HSP90B1_Mono:ASGR1","Mono","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"148","Mono:HSP90B1_Mono:LRP1","Mono","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"149","Mono:HSP90B1_Mono:TLR2","Mono","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"150","Mono:HSP90B1_Mono:TLR4","Mono","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"151","Mono:HSPA1A_Mono:TLR4","Mono","HSPA1A","Mono","TLR4",NA,NA,NA,NA
"152","Mono:HSPA4_Mono:TLR4","Mono","HSPA4","Mono","TLR4",NA,NA,NA,NA
"153","Mono:HSPA8_Mono:LDLR","Mono","HSPA8","Mono","LDLR",NA,NA,NA,NA
"154","Mono:ICAM1_Mono:EZR","Mono","ICAM1","Mono","EZR",NA,NA,NA,NA
"155","Mono:ICAM1_Mono:ITGAL","Mono","ICAM1","Mono","ITGAL",NA,NA,NA,NA
"156","Mono:ICAM1_Mono:ITGAM","Mono","ICAM1","Mono","ITGAM",NA,NA,NA,NA
"157","Mono:ICAM1_Mono:ITGAX","Mono","ICAM1","Mono","ITGAX",NA,NA,NA,NA
"158","Mono:ICAM1_Mono:MSN","Mono","ICAM1","Mono","MSN",NA,NA,NA,NA
"159","Mono:ICAM1_Mono:SPN","Mono","ICAM1","Mono","SPN",NA,NA,NA,NA
"160","Mono:ICAM2_Mono:ITGAL","Mono","ICAM2","Mono","ITGAL",NA,NA,NA,NA
"161","Mono:ICAM2_Mono:ITGAM","Mono","ICAM2","Mono","ITGAM",NA,NA,NA,NA
"162","Mono:ICAM2_Mono:ITGB2","Mono","ICAM2","Mono","ITGB2",NA,NA,NA,NA
"163","Mono:IFITM1_Mono:CD81","Mono","IFITM1","Mono","CD81",NA,NA,NA,NA
"164","Mono:IL10RB_Mono:IL10RA","Mono","IL10RB","Mono","IL10RA",NA,NA,NA,NA
"165","Mono:IL16_Mono:CD4","Mono","IL16","Mono","CD4",NA,NA,NA,NA
"166","Mono:IL16_Mono:CD9","Mono","IL16","Mono","CD9",NA,0,NA,0.352976124957498
"167","Mono:IL18_Mono:CD48","Mono","IL18","Mono","CD48",NA,0,NA,-0.405816577096736
"168","Mono:IL1B_Mono:IL1R2","Mono","IL1B","Mono","IL1R2",2.87318281237088e-302,NA,0.290397533324859,NA
"169","Mono:IL1B_Mono:IL1RAP","Mono","IL1B","Mono","IL1RAP",2.87318281237088e-302,NA,0.290397533324859,NA
"170","Mono:IL1B_Mono:SIGIRR","Mono","IL1B","Mono","SIGIRR",2.87318281237088e-302,NA,0.290397533324859,NA
"171","Mono:IL1R2_Mono:TNFSF13B","Mono","IL1R2","Mono","TNFSF13B",NA,NA,NA,NA
"172","Mono:IL1RN_Mono:IL1B","Mono","IL1RN","Mono","IL1B",NA,2.87318281237088e-302,NA,0.290397533324859
"173","Mono:IL1RN_Mono:IL1R2","Mono","IL1RN","Mono","IL1R2",NA,NA,NA,NA
"174","Mono:IL1RN_Mono:IL1RAP","Mono","IL1RN","Mono","IL1RAP",NA,NA,NA,NA
"175","Mono:IL6_Mono:IL6R","Mono","IL6","Mono","IL6R",NA,NA,NA,NA
"176","Mono:IL6_Mono:IL6ST","Mono","IL6","Mono","IL6ST",NA,NA,NA,NA
"177","Mono:IL6R_Mono:LILRB1","Mono","IL6R","Mono","LILRB1",NA,NA,NA,NA
"178","Mono:IRAK4_Mono:TLR4","Mono","IRAK4","Mono","TLR4",NA,NA,NA,NA
"179","Mono:ITGA4_Mono:CD81","Mono","ITGA4","Mono","CD81",NA,NA,NA,NA
"180","Mono:ITGA4_Mono:CD82","Mono","ITGA4","Mono","CD82",NA,NA,NA,NA
"181","Mono:ITGA4_Mono:CD9","Mono","ITGA4","Mono","CD9",NA,0,NA,0.352976124957498
"182","Mono:ITGA5_Mono:CD9","Mono","ITGA5","Mono","CD9",NA,0,NA,0.352976124957498
"183","Mono:ITGA5_Mono:ENG","Mono","ITGA5","Mono","ENG",NA,NA,NA,NA
"184","Mono:ITGB1_Mono:CD151","Mono","ITGB1","Mono","CD151",NA,NA,NA,NA
"185","Mono:ITGB1_Mono:CD81","Mono","ITGB1","Mono","CD81",NA,NA,NA,NA
"186","Mono:ITGB1_Mono:ENG","Mono","ITGB1","Mono","ENG",NA,NA,NA,NA
"187","Mono:JAK1_Mono:IFNAR2","Mono","JAK1","Mono","IFNAR2",NA,NA,NA,NA
"188","Mono:LDLR_Mono:LRP1","Mono","LDLR","Mono","LRP1",NA,NA,NA,NA
"189","Mono:LGALS1_Mono:ITGB1","Mono","LGALS1","Mono","ITGB1",NA,NA,NA,NA
"190","Mono:LGALS1_Mono:PTPRC","Mono","LGALS1","Mono","PTPRC",NA,NA,NA,NA
"191","Mono:LGALS3_Mono:ANXA2","Mono","LGALS3","Mono","ANXA2",NA,NA,NA,NA
"192","Mono:LGALS3_Mono:ENG","Mono","LGALS3","Mono","ENG",NA,NA,NA,NA
"193","Mono:LGALS3BP_Mono:CD33","Mono","LGALS3BP","Mono","CD33",NA,NA,NA,NA
"194","Mono:LGALS3BP_Mono:ITGB1","Mono","LGALS3BP","Mono","ITGB1",NA,NA,NA,NA
"195","Mono:LGALS9_Mono:CD44","Mono","LGALS9","Mono","CD44",NA,NA,NA,NA
"196","Mono:LGALS9_Mono:CD47","Mono","LGALS9","Mono","CD47",NA,NA,NA,NA
"197","Mono:LGALS9_Mono:HAVCR2","Mono","LGALS9","Mono","HAVCR2",NA,NA,NA,NA
"198","Mono:LGALS9_Mono:LRP1","Mono","LGALS9","Mono","LRP1",NA,NA,NA,NA
"199","Mono:LGALS9_Mono:PTPRC","Mono","LGALS9","Mono","PTPRC",NA,NA,NA,NA
"200","Mono:LGALS9_Mono:SLC1A5","Mono","LGALS9","Mono","SLC1A5",NA,NA,NA,NA
"201","Mono:LILRA1_Mono:CD300E","Mono","LILRA1","Mono","CD300E",NA,NA,NA,NA
"202","Mono:LILRA1_Mono:IFNGR1","Mono","LILRA1","Mono","IFNGR1",NA,NA,NA,NA
"203","Mono:LILRA1_Mono:NETO2","Mono","LILRA1","Mono","NETO2",NA,NA,NA,NA
"204","Mono:LILRB2_Mono:SIGLEC10","Mono","LILRB2","Mono","SIGLEC10",NA,NA,NA,NA
"205","Mono:LILRB2_Mono:SIGLEC9","Mono","LILRB2","Mono","SIGLEC9",NA,NA,NA,NA
"206","Mono:LMAN1_Mono:MCFD2","Mono","LMAN1","Mono","MCFD2",NA,NA,NA,NA
"207","Mono:LRPAP1_Mono:LDLR","Mono","LRPAP1","Mono","LDLR",NA,NA,NA,NA
"208","Mono:LRPAP1_Mono:LRP1","Mono","LRPAP1","Mono","LRP1",NA,NA,NA,NA
"209","Mono:LRPAP1_Mono:SIRPA","Mono","LRPAP1","Mono","SIRPA",NA,NA,NA,NA
"210","Mono:LRPAP1_Mono:SORL1","Mono","LRPAP1","Mono","SORL1",NA,NA,NA,NA
"211","Mono:LRPAP1_Mono:SORT1","Mono","LRPAP1","Mono","SORT1",NA,NA,NA,NA
"212","Mono:LY86_Mono:CD180","Mono","LY86","Mono","CD180",NA,NA,NA,NA
"213","Mono:LYZ_Mono:ITGAL","Mono","LYZ","Mono","ITGAL",NA,NA,NA,NA
"214","Mono:MIF_Mono:ACKR3","Mono","MIF","Mono","ACKR3",NA,0,NA,0.259583131144177
"215","Mono:MIF_Mono:CD44","Mono","MIF","Mono","CD44",NA,NA,NA,NA
"216","Mono:MIF_Mono:CD74","Mono","MIF","Mono","CD74",NA,NA,NA,NA
"217","Mono:MIF_Mono:CXCR4","Mono","MIF","Mono","CXCR4",NA,0,NA,0.331253411563129
"218","Mono:MIF_Mono:TNFRSF14","Mono","MIF","Mono","TNFRSF14",NA,NA,NA,NA
"219","Mono:MMP14_Mono:CD44","Mono","MMP14","Mono","CD44",NA,NA,NA,NA
"220","Mono:NAMPT_Mono:ADORA2A","Mono","NAMPT","Mono","ADORA2A",NA,NA,NA,NA
"221","Mono:NAMPT_Mono:INSR","Mono","NAMPT","Mono","INSR",NA,NA,NA,NA
"222","Mono:NCAM1_Mono:PTPRA","Mono","NCAM1","Mono","PTPRA",NA,NA,NA,NA
"223","Mono:PECAM1_Mono:CD38","Mono","PECAM1","Mono","CD38",NA,NA,NA,NA
"224","Mono:PIK3R1_Mono:CBL","Mono","PIK3R1","Mono","CBL",NA,NA,NA,NA
"225","Mono:PIK3R1_Mono:EPN1","Mono","PIK3R1","Mono","EPN1",NA,NA,NA,NA
"226","Mono:PKM_Mono:CD44","Mono","PKM","Mono","CD44",NA,NA,NA,NA
"227","Mono:PSAP_Mono:LRP1","Mono","PSAP","Mono","LRP1",NA,NA,NA,NA
"228","Mono:PSAP_Mono:SORT1","Mono","PSAP","Mono","SORT1",NA,NA,NA,NA
"229","Mono:PSEN1_Mono:CD44","Mono","PSEN1","Mono","CD44",NA,NA,NA,NA
"230","Mono:PSEN1_Mono:NCSTN","Mono","PSEN1","Mono","NCSTN",NA,NA,NA,NA
"231","Mono:PSEN1_Mono:NOTCH2","Mono","PSEN1","Mono","NOTCH2",NA,NA,NA,NA
"232","Mono:PTAFR_Mono:MBP","Mono","PTAFR","Mono","MBP",NA,NA,NA,NA
"233","Mono:PTAFR_Mono:PRNP","Mono","PTAFR","Mono","PRNP",NA,NA,NA,NA
"234","Mono:PTDSS1_Mono:JMJD6","Mono","PTDSS1","Mono","JMJD6",NA,NA,NA,NA
"235","Mono:PTPN6_Mono:CD300LF","Mono","PTPN6","Mono","CD300LF",NA,NA,NA,NA
"236","Mono:PTPN6_Mono:CLEC12A","Mono","PTPN6","Mono","CLEC12A",NA,NA,NA,NA
"237","Mono:QDPR_Mono:DYSF","Mono","QDPR","Mono","DYSF",NA,NA,NA,NA
"238","Mono:RGS19_Mono:ENG","Mono","RGS19","Mono","ENG",NA,NA,NA,NA
"239","Mono:RNASE2_Mono:TLR2","Mono","RNASE2","Mono","TLR2",0,NA,0.629820965632873,NA
"240","Mono:RPS19_Mono:C5AR1","Mono","RPS19","Mono","C5AR1",NA,NA,NA,NA
"241","Mono:RPS27A_Mono:LDLR","Mono","RPS27A","Mono","LDLR",NA,NA,NA,NA
"242","Mono:RPS27A_Mono:SMAD3","Mono","RPS27A","Mono","SMAD3",NA,NA,NA,NA
"243","Mono:RPS27A_Mono:TGFBR2","Mono","RPS27A","Mono","TGFBR2",NA,NA,NA,NA
"244","Mono:RPS27A_Mono:TLR4","Mono","RPS27A","Mono","TLR4",NA,NA,NA,NA
"245","Mono:S100A12_Mono:CD36","Mono","S100A12","Mono","CD36",NA,0,NA,0.282537866386678
"246","Mono:S100A12_Mono:TLR4","Mono","S100A12","Mono","TLR4",NA,NA,NA,NA
"247","Mono:S100A8_Mono:CD36","Mono","S100A8","Mono","CD36",NA,0,NA,0.282537866386678
"248","Mono:S100A8_Mono:CD68","Mono","S100A8","Mono","CD68",NA,NA,NA,NA
"249","Mono:S100A8_Mono:ITGB2","Mono","S100A8","Mono","ITGB2",NA,NA,NA,NA
"250","Mono:S100A8_Mono:TLR4","Mono","S100A8","Mono","TLR4",NA,NA,NA,NA
"251","Mono:S100A9_Mono:ALCAM","Mono","S100A9","Mono","ALCAM",NA,NA,NA,NA
"252","Mono:S100A9_Mono:CD36","Mono","S100A9","Mono","CD36",NA,0,NA,0.282537866386678
"253","Mono:S100A9_Mono:CD68","Mono","S100A9","Mono","CD68",NA,NA,NA,NA
"254","Mono:S100A9_Mono:ITGB2","Mono","S100A9","Mono","ITGB2",NA,NA,NA,NA
"255","Mono:S100A9_Mono:TLR4","Mono","S100A9","Mono","TLR4",NA,NA,NA,NA
"256","Mono:SERPINA1_Mono:LRP1","Mono","SERPINA1","Mono","LRP1",NA,NA,NA,NA
"257","Mono:SERPING1_Mono:LRP1","Mono","SERPING1","Mono","LRP1",NA,NA,NA,NA
"258","Mono:SIRPB2_Mono:CD47","Mono","SIRPB2","Mono","CD47",NA,NA,NA,NA
"259","Mono:SPTAN1_Mono:PTPRA","Mono","SPTAN1","Mono","PTPRA",NA,NA,NA,NA
"260","Mono:SRGN_Mono:CD44","Mono","SRGN","Mono","CD44",NA,NA,NA,NA
"261","Mono:SYK_Mono:FCGR2A","Mono","SYK","Mono","FCGR2A",NA,NA,NA,NA
"262","Mono:TGFB1_Mono:CXCR4","Mono","TGFB1","Mono","CXCR4",NA,0,NA,0.331253411563129
"263","Mono:TGFB1_Mono:ENG","Mono","TGFB1","Mono","ENG",NA,NA,NA,NA
"264","Mono:TGFB1_Mono:ITGB1","Mono","TGFB1","Mono","ITGB1",NA,NA,NA,NA
"265","Mono:TGFB1_Mono:LPP","Mono","TGFB1","Mono","LPP",NA,NA,NA,NA
"266","Mono:TGFB1_Mono:SMAD3","Mono","TGFB1","Mono","SMAD3",NA,NA,NA,NA
"267","Mono:TGFB1_Mono:TGFBR2","Mono","TGFB1","Mono","TGFBR2",NA,NA,NA,NA
"268","Mono:TGOLN2_Mono:BTN3A1","Mono","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"269","Mono:THBS1_Mono:CD36","Mono","THBS1","Mono","CD36",NA,0,NA,0.282537866386678
"270","Mono:THBS1_Mono:CD47","Mono","THBS1","Mono","CD47",NA,NA,NA,NA
"271","Mono:THBS1_Mono:ITGA4","Mono","THBS1","Mono","ITGA4",NA,NA,NA,NA
"272","Mono:THBS1_Mono:LRP1","Mono","THBS1","Mono","LRP1",NA,NA,NA,NA
"273","Mono:THBS1_Mono:PTPRJ","Mono","THBS1","Mono","PTPRJ",NA,NA,NA,NA
"274","Mono:THBS1_Mono:SDC4","Mono","THBS1","Mono","SDC4",NA,NA,NA,NA
"275","Mono:TIMP1_Mono:CD63","Mono","TIMP1","Mono","CD63",NA,0,NA,0.258755429782416
"276","Mono:TIMP2_Mono:CD44","Mono","TIMP2","Mono","CD44",NA,NA,NA,NA
"277","Mono:TIMP2_Mono:ITGB1","Mono","TIMP2","Mono","ITGB1",NA,NA,NA,NA
"278","Mono:TLR2_Mono:CD14","Mono","TLR2","Mono","CD14",NA,NA,NA,NA
"279","Mono:TLR2_Mono:CD36","Mono","TLR2","Mono","CD36",NA,0,NA,0.282537866386678
"280","Mono:TNF_Mono:FAS","Mono","TNF","Mono","FAS",NA,NA,NA,NA
"281","Mono:TNF_Mono:FFAR2","Mono","TNF","Mono","FFAR2",NA,NA,NA,NA
"282","Mono:TNF_Mono:LTBR","Mono","TNF","Mono","LTBR",NA,NA,NA,NA
"283","Mono:TNF_Mono:TNFRSF1A","Mono","TNF","Mono","TNFRSF1A",NA,NA,NA,NA
"284","Mono:TNF_Mono:TNFRSF1B","Mono","TNF","Mono","TNFRSF1B",NA,NA,NA,NA
"285","Mono:TNF_Mono:TRADD","Mono","TNF","Mono","TRADD",NA,NA,NA,NA
"286","Mono:TNF_Mono:VSIR","Mono","TNF","Mono","VSIR",NA,NA,NA,NA
"287","Mono:TNFSF10_Mono:TNFRSF10B","Mono","TNFSF10","Mono","TNFRSF10B",NA,NA,NA,NA
"288","Mono:TNFSF12_Mono:CD163","Mono","TNFSF12","Mono","CD163",NA,NA,NA,NA
"289","Mono:TNFSF13_Mono:FAS","Mono","TNFSF13","Mono","FAS",NA,NA,NA,NA
"290","Mono:TNFSF13_Mono:TNFRSF14","Mono","TNFSF13","Mono","TNFRSF14",NA,NA,NA,NA
"291","Mono:TNFSF13_Mono:TNFRSF1A","Mono","TNFSF13","Mono","TNFRSF1A",NA,NA,NA,NA
"292","Mono:TNFSF9_Mono:HLA-DPA1","Mono","TNFSF9","Mono","HLA-DPA1",0,0,0.300259973642047,-0.440879013599167
"293","Mono:TOR2A_Mono:ATP5F1B","Mono","TOR2A","Mono","ATP5F1B",NA,NA,NA,NA
"294","Mono:TRIP6_Mono:ENG","Mono","TRIP6","Mono","ENG",NA,NA,NA,NA
"295","Mono:TSPAN3_Mono:ADAM10","Mono","TSPAN3","Mono","ADAM10",NA,NA,NA,NA
"296","Mono:TYK2_Mono:IFNAR1","Mono","TYK2","Mono","IFNAR1",NA,NA,NA,NA
"297","Mono:TYK2_Mono:IFNAR2","Mono","TYK2","Mono","IFNAR2",NA,NA,NA,NA
"298","Mono:TYK2_Mono:JAK1","Mono","TYK2","Mono","JAK1",NA,NA,NA,NA
"299","Mono:TYROBP_Mono:TREM1","Mono","TYROBP","Mono","TREM1",NA,0,NA,0.377639889355493
"300","Mono:UBA52_Mono:LDLR","Mono","UBA52","Mono","LDLR",NA,NA,NA,NA
"301","Mono:UBA52_Mono:SMAD3","Mono","UBA52","Mono","SMAD3",NA,NA,NA,NA
"302","Mono:UBA52_Mono:TGFBR2","Mono","UBA52","Mono","TGFBR2",NA,NA,NA,NA
"303","Mono:UBA52_Mono:TLR4","Mono","UBA52","Mono","TLR4",NA,NA,NA,NA
"304","Mono:UBB_Mono:LDLR","Mono","UBB","Mono","LDLR",NA,NA,NA,NA
"305","Mono:UBB_Mono:SMAD3","Mono","UBB","Mono","SMAD3",NA,NA,NA,NA
"306","Mono:UBB_Mono:TGFBR2","Mono","UBB","Mono","TGFBR2",NA,NA,NA,NA
"307","Mono:UBB_Mono:TLR4","Mono","UBB","Mono","TLR4",NA,NA,NA,NA
"308","Mono:UBC_Mono:LDLR","Mono","UBC","Mono","LDLR",NA,NA,NA,NA
"309","Mono:UBC_Mono:SMAD3","Mono","UBC","Mono","SMAD3",NA,NA,NA,NA
"310","Mono:UBC_Mono:TGFBR2","Mono","UBC","Mono","TGFBR2",NA,NA,NA,NA
"311","Mono:UBC_Mono:TLR4","Mono","UBC","Mono","TLR4",NA,NA,NA,NA
"312","Mono:VCAN_Mono:CD44","Mono","VCAN","Mono","CD44",NA,NA,NA,NA
"313","Mono:VCAN_Mono:ITGA4","Mono","VCAN","Mono","ITGA4",NA,NA,NA,NA
"314","Mono:VCAN_Mono:SELL","Mono","VCAN","Mono","SELL",NA,NA,NA,NA
"315","Mono:VCAN_Mono:SELPLG","Mono","VCAN","Mono","SELPLG",NA,NA,NA,NA
"316","Mono:VEGFA_Mono:CD44","Mono","VEGFA","Mono","CD44",NA,NA,NA,NA
"317","Mono:VEGFA_Mono:EPHB2","Mono","VEGFA","Mono","EPHB2",NA,NA,NA,NA
"318","Mono:VEGFA_Mono:ITGB1","Mono","VEGFA","Mono","ITGB1",NA,NA,NA,NA
"319","Mono:VEGFA_Mono:SIRPA","Mono","VEGFA","Mono","SIRPA",NA,NA,NA,NA
"320","Mono:VEGFA_Mono:VCAN","Mono","VEGFA","Mono","VCAN",NA,NA,NA,NA
"321","Mono:VIM_Mono:CD44","Mono","VIM","Mono","CD44",NA,NA,NA,NA
"322","Mono:ZYX_Mono:ENG","Mono","ZYX","Mono","ENG",NA,NA,NA,NA
"323","Gran:ADAM10_Mono:CADM1","Gran","ADAM10","Mono","CADM1",NA,NA,NA,NA
"324","Gran:ADAM10_Mono:CD44","Gran","ADAM10","Mono","CD44",NA,NA,NA,NA
"325","Gran:ADAM10_Mono:IL6R","Gran","ADAM10","Mono","IL6R",NA,NA,NA,NA
"326","Gran:ADAM10_Mono:NOTCH2","Gran","ADAM10","Mono","NOTCH2",NA,NA,NA,NA
"327","Gran:ADAM10_Mono:TSPAN14","Gran","ADAM10","Mono","TSPAN14",NA,NA,NA,NA
"328","Gran:ADAM17_Mono:RHBDF2","Gran","ADAM17","Mono","RHBDF2",NA,NA,NA,NA
"329","Gran:ADAM9_Mono:ITGB1","Gran","ADAM9","Mono","ITGB1",NA,NA,NA,NA
"330","Gran:ADM_Mono:ACKR3","Gran","ADM","Mono","ACKR3",NA,0,NA,0.259583131144177
"331","Gran:AGTRAP_Mono:RACK1","Gran","AGTRAP","Mono","RACK1",NA,NA,NA,NA
"332","Gran:ALOX5AP_Mono:ALOX5","Gran","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"333","Gran:ANXA1_Mono:DYSF","Gran","ANXA1","Mono","DYSF",NA,NA,NA,NA
"334","Gran:ANXA1_Mono:FPR1","Gran","ANXA1","Mono","FPR1",NA,NA,NA,NA
"335","Gran:APOC2_Mono:LDLR","Gran","APOC2","Mono","LDLR",NA,NA,NA,NA
"336","Gran:APOC2_Mono:LRP1","Gran","APOC2","Mono","LRP1",NA,NA,NA,NA
"337","Gran:APP_Mono:APLP2","Gran","APP","Mono","APLP2",NA,NA,NA,NA
"338","Gran:APP_Mono:LRP1","Gran","APP","Mono","LRP1",NA,NA,NA,NA
"339","Gran:APP_Mono:LRP10","Gran","APP","Mono","LRP10",NA,NA,NA,NA
"340","Gran:APP_Mono:NCSTN","Gran","APP","Mono","NCSTN",NA,NA,NA,NA
"341","Gran:APP_Mono:NOTCH2","Gran","APP","Mono","NOTCH2",NA,NA,NA,NA
"342","Gran:APP_Mono:PTGER2","Gran","APP","Mono","PTGER2",NA,0,NA,0.300360041056194
"343","Gran:APP_Mono:RPSA","Gran","APP","Mono","RPSA",NA,NA,NA,NA
"344","Gran:APP_Mono:SORL1","Gran","APP","Mono","SORL1",NA,NA,NA,NA
"345","Gran:AREG_Mono:ICAM1","Gran","AREG","Mono","ICAM1",5.44675137160733e-36,NA,-0.337985089123159,NA
"346","Gran:ARF1_Mono:INSR","Gran","ARF1","Mono","INSR",NA,NA,NA,NA
"347","Gran:ARF6_Mono:SMAP1","Gran","ARF6","Mono","SMAP1",NA,NA,NA,NA
"348","Gran:ARPC5_Mono:LDLR","Gran","ARPC5","Mono","LDLR",NA,NA,NA,NA
"349","Gran:ARRB2_Mono:ENG","Gran","ARRB2","Mono","ENG",NA,NA,NA,NA
"350","Gran:ARTN_Mono:NCAM1","Gran","ARTN","Mono","NCAM1",NA,NA,NA,NA
"351","Gran:B2M_Mono:HLA-F","Gran","B2M","Mono","HLA-F",NA,NA,NA,NA
"352","Gran:B2M_Mono:LILRB1","Gran","B2M","Mono","LILRB1",NA,NA,NA,NA
"353","Gran:B2M_Mono:LILRB2","Gran","B2M","Mono","LILRB2",NA,NA,NA,NA
"354","Gran:B2M_Mono:TFRC","Gran","B2M","Mono","TFRC",NA,NA,NA,NA
"355","Gran:BMP1_Mono:BMPR2","Gran","BMP1","Mono","BMPR2",NA,NA,NA,NA
"356","Gran:BMP8B_Mono:BMPR2","Gran","BMP8B","Mono","BMPR2",NA,NA,NA,NA
"357","Gran:BMP8B_Mono:PLAUR","Gran","BMP8B","Mono","PLAUR",NA,NA,NA,NA
"358","Gran:BSG_Mono:SLC16A7","Gran","BSG","Mono","SLC16A7",NA,NA,NA,NA
"359","Gran:BTK_Mono:JAK2","Gran","BTK","Mono","JAK2",NA,NA,NA,NA
"360","Gran:C1QA_Mono:CD33","Gran","C1QA","Mono","CD33",NA,NA,NA,NA
"361","Gran:C1QA_Mono:CD93","Gran","C1QA","Mono","CD93",NA,NA,NA,NA
"362","Gran:C1QA_Mono:CR1","Gran","C1QA","Mono","CR1",NA,NA,NA,NA
"363","Gran:CALM1_Mono:FAS","Gran","CALM1","Mono","FAS",NA,NA,NA,NA
"364","Gran:CALM1_Mono:KCNQ1","Gran","CALM1","Mono","KCNQ1",NA,NA,NA,NA
"365","Gran:CALM1_Mono:PTPRA","Gran","CALM1","Mono","PTPRA",NA,NA,NA,NA
"366","Gran:CALM1_Mono:SELL","Gran","CALM1","Mono","SELL",NA,NA,NA,NA
"367","Gran:CALM2_Mono:KCNQ1","Gran","CALM2","Mono","KCNQ1",NA,NA,NA,NA
"368","Gran:CALM2_Mono:SELL","Gran","CALM2","Mono","SELL",NA,NA,NA,NA
"369","Gran:CALM3_Mono:KCNQ1","Gran","CALM3","Mono","KCNQ1",NA,NA,NA,NA
"370","Gran:CALM3_Mono:SELL","Gran","CALM3","Mono","SELL",NA,NA,NA,NA
"371","Gran:CALR_Mono:HLA-F","Gran","CALR","Mono","HLA-F",NA,NA,NA,NA
"372","Gran:CALR_Mono:LRP1","Gran","CALR","Mono","LRP1",NA,NA,NA,NA
"373","Gran:CASP8_Mono:FAS","Gran","CASP8","Mono","FAS",NA,NA,NA,NA
"374","Gran:CCL23_Mono:CCR1","Gran","CCL23","Mono","CCR1",NA,NA,NA,NA
"375","Gran:CCL3_Mono:CCR1","Gran","CCL3","Mono","CCR1",NA,NA,NA,NA
"376","Gran:CCL3L1_Mono:CCR1","Gran","CCL3L1","Mono","CCR1",NA,NA,NA,NA
"377","Gran:CCL5_Mono:CCR1","Gran","CCL5","Mono","CCR1",3.80495216807934e-73,NA,0.283557408090166,NA
"378","Gran:CCL5_Mono:SDC4","Gran","CCL5","Mono","SDC4",3.80495216807934e-73,NA,0.283557408090166,NA
"379","Gran:CD14_Mono:ITGA4","Gran","CD14","Mono","ITGA4",NA,NA,NA,NA
"380","Gran:CD1D_Mono:LILRB2","Gran","CD1D","Mono","LILRB2",NA,NA,NA,NA
"381","Gran:CD33_Mono:SIGLEC1","Gran","CD33","Mono","SIGLEC1",NA,NA,NA,NA
"382","Gran:CD33_Mono:SIGLEC10","Gran","CD33","Mono","SIGLEC10",NA,NA,NA,NA
"383","Gran:CD4_Mono:CXCR4","Gran","CD4","Mono","CXCR4",NA,0,NA,0.331253411563129
"384","Gran:CD47_Mono:SIGLEC1","Gran","CD47","Mono","SIGLEC1",NA,NA,NA,NA
"385","Gran:CD52_Mono:SIGLEC10","Gran","CD52","Mono","SIGLEC10",5.77072736627515e-34,NA,-0.262811733589469,NA
"386","Gran:CD55_Mono:ADGRE2","Gran","CD55","Mono","ADGRE2",NA,NA,NA,NA
"387","Gran:CD55_Mono:ADGRE5","Gran","CD55","Mono","ADGRE5",NA,NA,NA,NA
"388","Gran:CD55_Mono:CR1","Gran","CD55","Mono","CR1",NA,NA,NA,NA
"389","Gran:CD59_Mono:SIGLEC1","Gran","CD59","Mono","SIGLEC1",NA,NA,NA,NA
"390","Gran:CD74_Mono:ACKR3","Gran","CD74","Mono","ACKR3",NA,0,NA,0.259583131144177
"391","Gran:CD74_Mono:CXCR4","Gran","CD74","Mono","CXCR4",NA,0,NA,0.331253411563129
"392","Gran:CD99_Mono:CD81","Gran","CD99","Mono","CD81",NA,NA,NA,NA
"393","Gran:CD99_Mono:PILRA","Gran","CD99","Mono","PILRA",NA,NA,NA,NA
"394","Gran:CIRBP_Mono:TREM1","Gran","CIRBP","Mono","TREM1",NA,0,NA,0.377639889355493
"395","Gran:CLEC11A_Mono:ITGB1","Gran","CLEC11A","Mono","ITGB1",NA,NA,NA,NA
"396","Gran:COL9A2_Mono:CD44","Gran","COL9A2","Mono","CD44",NA,NA,NA,NA
"397","Gran:COL9A2_Mono:ITGB1","Gran","COL9A2","Mono","ITGB1",NA,NA,NA,NA
"398","Gran:COL9A2_Mono:SDC4","Gran","COL9A2","Mono","SDC4",NA,NA,NA,NA
"399","Gran:COPA_Mono:CD74","Gran","COPA","Mono","CD74",NA,NA,NA,NA
"400","Gran:COPA_Mono:SORT1","Gran","COPA","Mono","SORT1",NA,NA,NA,NA
