"","interaction_id","sender_cell_type","sender_gene","receiver_cell_type","receiver_gene","sender_pval","receiver_pval","sender_logfc","receiver_logfc"
"20128","Gran:CLCF1_B:IL6ST","Gran","CLCF1","B","IL6ST",NA,NA,NA,NA
"20129","Gran:FADD_B:TRADD","Gran","FADD","B","TRADD",NA,NA,NA,NA
"20130","Gran:FCAR_B:SIGLEC10","Gran","FCAR","B","SIGLEC10",NA,NA,NA,NA
"20131","Gran:FCAR_B:TNFRSF14","Gran","FCAR","B","TNFRSF14",NA,NA,NA,NA
"20132","Gran:HLA-B_B:SIGLEC10","Gran","HLA-B","B","SIGLEC10",NA,NA,NA,NA
"20133","Gran:IFNG_B:IFNGR1","Gran","IFNG","B","IFNGR1",NA,NA,NA,NA
"20134","Gran:IFNG_B:IFNGR2","Gran","IFNG","B","IFNGR2",NA,NA,NA,NA
"20135","Gran:LTB_B:CD40","Gran","LTB","B","CD40",NA,NA,NA,NA
"20136","Gran:NID1_B:ITGB1","Gran","NID1","B","ITGB1",NA,NA,NA,NA
"20137","Gran:TGM2_B:ITGA4","Gran","TGM2","B","ITGA4",NA,NA,NA,NA
"20138","Gran:TGM2_B:ITGB1","Gran","TGM2","B","ITGB1",NA,NA,NA,NA
"20139","T:ADAM10_HSPC:NOTCH1","T","ADAM10","HSPC","NOTCH1",NA,NA,NA,NA
"20140","T:CALM3_HSPC:AR","T","CALM3","HSPC","AR",NA,NA,NA,NA
"20141","T:CD48_HSPC:CD244","T","CD48","HSPC","CD244",NA,NA,NA,NA
"20142","T:PECAM1_HSPC:CD38","T","PECAM1","HSPC","CD38",NA,NA,NA,NA
"20143","T:PSAP_HSPC:AR","T","PSAP","HSPC","AR",NA,NA,NA,NA
"20144","T:RPS27A_HSPC:TGFBR1","T","RPS27A","HSPC","TGFBR1",NA,NA,NA,NA
"20145","T:SERTAD1_HSPC:AR","T","SERTAD1","HSPC","AR",NA,NA,NA,NA
"20146","T:TGFB1_HSPC:ITGAV","T","TGFB1","HSPC","ITGAV",4.92179456757968e-175,NA,0.27420084052862,NA
"20147","T:TGFB1_HSPC:TGFBR1","T","TGFB1","HSPC","TGFBR1",4.92179456757968e-175,NA,0.27420084052862,NA
"20148","T:TNF_HSPC:NOTCH1","T","TNF","HSPC","NOTCH1",NA,NA,NA,NA
"20149","T:TNFSF9_HSPC:HLA-DPA1","T","TNFSF9","HSPC","HLA-DPA1",NA,NA,NA,NA
"20150","T:UBA52_HSPC:NOTCH1","T","UBA52","HSPC","NOTCH1",NA,NA,NA,NA
"20151","T:UBA52_HSPC:TGFBR1","T","UBA52","HSPC","TGFBR1",NA,NA,NA,NA
"20152","T:UBB_HSPC:TGFBR1","T","UBB","HSPC","TGFBR1",NA,NA,NA,NA
"20153","T:UBC_HSPC:TGFBR1","T","UBC","HSPC","TGFBR1",NA,NA,NA,NA
"20154","T:YBX1_HSPC:NOTCH1","T","YBX1","HSPC","NOTCH1",NA,NA,NA,NA
"20155","Ery:ADAM10_HSPC:NOTCH1","Ery","ADAM10","HSPC","NOTCH1",NA,NA,NA,NA
"20156","Ery:ADAM10_HSPC:TSPAN33","Ery","ADAM10","HSPC","TSPAN33",NA,NA,NA,NA
"20157","Ery:CALM3_HSPC:AR","Ery","CALM3","HSPC","AR",NA,NA,NA,NA
"20158","Ery:FCGRT_HSPC:IGFLR1","Ery","FCGRT","HSPC","IGFLR1",2.60552485220305e-138,NA,-0.451280203953019,NA
"20159","Ery:GPI_HSPC:AMFR","Ery","GPI","HSPC","AMFR",NA,NA,NA,NA
"20160","Ery:ICAM4_HSPC:ITGAV","Ery","ICAM4","HSPC","ITGAV",NA,NA,NA,NA
"20161","Ery:MFNG_HSPC:NOTCH1","Ery","MFNG","HSPC","NOTCH1",NA,NA,NA,NA
"20162","Ery:PSAP_HSPC:AR","Ery","PSAP","HSPC","AR",NA,NA,NA,NA
"20163","Ery:PSEN1_HSPC:NOTCH1","Ery","PSEN1","HSPC","NOTCH1",NA,NA,NA,NA
"20164","Ery:RPS27A_HSPC:TGFBR1","Ery","RPS27A","HSPC","TGFBR1",NA,NA,NA,NA
"20165","Ery:SYK_HSPC:LAT","Ery","SYK","HSPC","LAT",NA,NA,NA,NA
"20166","Ery:TGFB1_HSPC:ITGAV","Ery","TGFB1","HSPC","ITGAV",NA,NA,NA,NA
"20167","Ery:TGFB1_HSPC:TGFBR1","Ery","TGFB1","HSPC","TGFBR1",NA,NA,NA,NA
"20168","Ery:TGM2_HSPC:ADGRG1","Ery","TGM2","HSPC","ADGRG1",NA,NA,NA,NA
"20169","Ery:TNXB_HSPC:ITGAV","Ery","TNXB","HSPC","ITGAV",NA,NA,NA,NA
"20170","Ery:TXLNA_HSPC:STX3","Ery","TXLNA","HSPC","STX3",NA,NA,NA,NA
"20171","Ery:UBA52_HSPC:NOTCH1","Ery","UBA52","HSPC","NOTCH1",NA,NA,NA,NA
"20172","Ery:UBA52_HSPC:TGFBR1","Ery","UBA52","HSPC","TGFBR1",NA,NA,NA,NA
"20173","Ery:UBB_HSPC:TGFBR1","Ery","UBB","HSPC","TGFBR1",NA,NA,NA,NA
"20174","Ery:UBC_HSPC:TGFBR1","Ery","UBC","HSPC","TGFBR1",NA,NA,NA,NA
"20175","Ery:VEGFA_HSPC:ITGAV","Ery","VEGFA","HSPC","ITGAV",NA,NA,NA,NA
"20176","Ery:YBX1_HSPC:NOTCH1","Ery","YBX1","HSPC","NOTCH1",NA,NA,NA,NA
"20177","HSPC:ADAM10_HSPC:NOTCH1","HSPC","ADAM10","HSPC","NOTCH1",NA,NA,NA,NA
"20178","HSPC:ADAM9_HSPC:ITGAV","HSPC","ADAM9","HSPC","ITGAV",NA,NA,NA,NA
"20179","HSPC:CALM3_HSPC:AR","HSPC","CALM3","HSPC","AR",NA,NA,NA,NA
"20180","HSPC:CD48_HSPC:CD244","HSPC","CD48","HSPC","CD244",NA,NA,NA,NA
"20181","HSPC:CD79B_HSPC:CD244","HSPC","CD79B","HSPC","CD244",NA,NA,NA,NA
"20182","HSPC:CSF3R_HSPC:CD244","HSPC","CSF3R","HSPC","CD244",NA,NA,NA,NA
"20183","HSPC:ICAM4_HSPC:ITGA4","HSPC","ICAM4","HSPC","ITGA4",NA,NA,NA,NA
"20184","HSPC:ICAM4_HSPC:ITGAV","HSPC","ICAM4","HSPC","ITGAV",NA,NA,NA,NA
"20185","HSPC:ICAM4_HSPC:ITGB1","HSPC","ICAM4","HSPC","ITGB1",NA,NA,NA,NA
"20186","HSPC:ICAM4_HSPC:ITGB2","HSPC","ICAM4","HSPC","ITGB2",NA,NA,NA,NA
"20187","HSPC:ICAM5_HSPC:ITGB2","HSPC","ICAM5","HSPC","ITGB2",NA,NA,NA,NA
"20188","HSPC:LTB_HSPC:LTBR","HSPC","LTB","HSPC","LTBR",NA,NA,NA,NA
"20189","HSPC:LTB_HSPC:TNFRSF1A","HSPC","LTB","HSPC","TNFRSF1A",NA,NA,NA,NA
"20190","HSPC:MFGE8_HSPC:ITGAV","HSPC","MFGE8","HSPC","ITGAV",NA,NA,NA,NA
"20191","HSPC:MMP2_HSPC:F2R","HSPC","MMP2","HSPC","F2R",NA,NA,NA,NA
"20192","HSPC:MMP2_HSPC:PECAM1","HSPC","MMP2","HSPC","PECAM1",NA,NA,NA,NA
"20193","HSPC:NRXN2_HSPC:FGFRL1","HSPC","NRXN2","HSPC","FGFRL1",NA,NA,NA,NA
"20194","HSPC:PSAP_HSPC:AR","HSPC","PSAP","HSPC","AR",NA,NA,NA,NA
"20195","HSPC:PSEN1_HSPC:NOTCH1","HSPC","PSEN1","HSPC","NOTCH1",NA,NA,NA,NA
"20196","HSPC:RPS27A_HSPC:TGFBR1","HSPC","RPS27A","HSPC","TGFBR1",NA,NA,NA,NA
"20197","HSPC:SPON2_HSPC:ITGA4","HSPC","SPON2","HSPC","ITGA4",NA,NA,NA,NA
"20198","HSPC:SPON2_HSPC:ITGA5","HSPC","SPON2","HSPC","ITGA5",NA,NA,NA,NA
"20199","HSPC:SPON2_HSPC:ITGB1","HSPC","SPON2","HSPC","ITGB1",NA,NA,NA,NA
"20200","HSPC:SPON2_HSPC:ITGB2","HSPC","SPON2","HSPC","ITGB2",NA,NA,NA,NA
"20201","HSPC:SYK_HSPC:LAT","HSPC","SYK","HSPC","LAT",NA,NA,NA,NA
"20202","HSPC:TGFB1_HSPC:ITGAV","HSPC","TGFB1","HSPC","ITGAV",NA,NA,NA,NA
"20203","HSPC:TGFB1_HSPC:TGFBR1","HSPC","TGFB1","HSPC","TGFBR1",NA,NA,NA,NA
"20204","HSPC:TGFBR1_HSPC:TGFBR2","HSPC","TGFBR1","HSPC","TGFBR2",NA,NA,NA,NA
"20205","HSPC:UBA52_HSPC:NOTCH1","HSPC","UBA52","HSPC","NOTCH1",NA,NA,NA,NA
"20206","HSPC:UBA52_HSPC:TGFBR1","HSPC","UBA52","HSPC","TGFBR1",NA,NA,NA,NA
"20207","HSPC:UBB_HSPC:TGFBR1","HSPC","UBB","HSPC","TGFBR1",NA,NA,NA,NA
"20208","HSPC:UBC_HSPC:TGFBR1","HSPC","UBC","HSPC","TGFBR1",NA,NA,NA,NA
"20209","HSPC:YBX1_HSPC:NOTCH1","HSPC","YBX1","HSPC","NOTCH1",NA,NA,NA,NA
"20210","B:CALM3_HSPC:AR","B","CALM3","HSPC","AR",NA,NA,NA,NA
"20211","B:CD48_HSPC:CD244","B","CD48","HSPC","CD244",NA,NA,NA,NA
"20212","B:CD79B_HSPC:CD244","B","CD79B","HSPC","CD244",0,NA,-0.657093855301775,NA
"20213","B:FCGRT_HSPC:IGFLR1","B","FCGRT","HSPC","IGFLR1",NA,NA,NA,NA
"20214","B:MAML2_HSPC:NOTCH1","B","MAML2","HSPC","NOTCH1",NA,NA,NA,NA
"20215","B:PSAP_HSPC:AR","B","PSAP","HSPC","AR",NA,NA,NA,NA
"20216","B:PSEN1_HSPC:NOTCH1","B","PSEN1","HSPC","NOTCH1",NA,NA,NA,NA
"20217","B:RPS27A_HSPC:TGFBR1","B","RPS27A","HSPC","TGFBR1",NA,NA,NA,NA
"20218","B:SEMA7A_HSPC:ITGB1","B","SEMA7A","HSPC","ITGB1",NA,NA,NA,NA
"20219","B:SERTAD1_HSPC:AR","B","SERTAD1","HSPC","AR",NA,NA,NA,NA
"20220","B:SYK_HSPC:LAT","B","SYK","HSPC","LAT",NA,NA,NA,NA
"20221","B:TGFB1_HSPC:ITGAV","B","TGFB1","HSPC","ITGAV",NA,NA,NA,NA
"20222","B:TGFB1_HSPC:TGFBR1","B","TGFB1","HSPC","TGFBR1",NA,NA,NA,NA
"20223","B:UBA52_HSPC:NOTCH1","B","UBA52","HSPC","NOTCH1",NA,NA,NA,NA
"20224","B:UBA52_HSPC:TGFBR1","B","UBA52","HSPC","TGFBR1",NA,NA,NA,NA
"20225","B:UBB_HSPC:TGFBR1","B","UBB","HSPC","TGFBR1",NA,NA,NA,NA
"20226","B:UBC_HSPC:TGFBR1","B","UBC","HSPC","TGFBR1",NA,NA,NA,NA
"20227","B:YBX1_HSPC:NOTCH1","B","YBX1","HSPC","NOTCH1",NA,NA,NA,NA
"20228","NK:ADAM10_HSPC:NOTCH1","NK","ADAM10","HSPC","NOTCH1",NA,NA,NA,NA
"20229","NK:ADAM10_HSPC:TSPAN33","NK","ADAM10","HSPC","TSPAN33",NA,NA,NA,NA
"20230","NK:ADRB2_HSPC:MGLL","NK","ADRB2","HSPC","MGLL",NA,NA,NA,NA
"20231","NK:CALM3_HSPC:AR","NK","CALM3","HSPC","AR",NA,NA,NA,NA
"20232","NK:CD48_HSPC:CD244","NK","CD48","HSPC","CD244",6.38751176048644e-26,NA,0.253632639417975,NA
"20233","NK:CLEC11A_HSPC:ITGB1","NK","CLEC11A","HSPC","ITGB1",NA,NA,NA,NA
"20234","NK:CLEC11A_HSPC:KIT","NK","CLEC11A","HSPC","KIT",NA,NA,NA,NA
"20235","NK:CSF3R_HSPC:CD244","NK","CSF3R","HSPC","CD244",NA,NA,NA,NA
"20236","NK:LGALS9_HSPC:MRC2","NK","LGALS9","HSPC","MRC2",NA,NA,NA,NA
"20237","NK:MFGE8_HSPC:ITGAV","NK","MFGE8","HSPC","ITGAV",NA,NA,NA,NA
"20238","NK:PSAP_HSPC:AR","NK","PSAP","HSPC","AR",NA,NA,NA,NA
"20239","NK:RPS27A_HSPC:TGFBR1","NK","RPS27A","HSPC","TGFBR1",NA,NA,NA,NA
"20240","NK:SERTAD1_HSPC:AR","NK","SERTAD1","HSPC","AR",NA,NA,NA,NA
"20241","NK:TGFB1_HSPC:ITGAV","NK","TGFB1","HSPC","ITGAV",7.68585727178364e-43,NA,0.295412803381332,NA
"20242","NK:TGFB1_HSPC:TGFBR1","NK","TGFB1","HSPC","TGFBR1",7.68585727178364e-43,NA,0.295412803381332,NA
"20243","NK:TNFSF14_HSPC:LTBR","NK","TNFSF14","HSPC","LTBR",NA,NA,NA,NA
"20244","NK:TNFSF14_HSPC:TNFRSF14","NK","TNFSF14","HSPC","TNFRSF14",NA,NA,NA,NA
"20245","NK:UBA52_HSPC:NOTCH1","NK","UBA52","HSPC","NOTCH1",NA,NA,NA,NA
"20246","NK:UBA52_HSPC:TGFBR1","NK","UBA52","HSPC","TGFBR1",NA,NA,NA,NA
"20247","NK:UBB_HSPC:TGFBR1","NK","UBB","HSPC","TGFBR1",NA,NA,NA,NA
"20248","NK:UBC_HSPC:TGFBR1","NK","UBC","HSPC","TGFBR1",NA,NA,NA,NA
"20249","NK:YBX1_HSPC:NOTCH1","NK","YBX1","HSPC","NOTCH1",NA,NA,NA,NA
"20250","Mono:ADAM10_HSPC:NOTCH1","Mono","ADAM10","HSPC","NOTCH1",NA,NA,NA,NA
"20251","Mono:ADAM28_HSPC:ITGA4","Mono","ADAM28","HSPC","ITGA4",NA,NA,NA,NA
"20252","Mono:ADAM9_HSPC:ITGAV","Mono","ADAM9","HSPC","ITGAV",NA,NA,NA,NA
"20253","Mono:CALM3_HSPC:AR","Mono","CALM3","HSPC","AR",NA,NA,NA,NA
"20254","Mono:CD48_HSPC:CD244","Mono","CD48","HSPC","CD244",0,NA,-0.405816577096736,NA
"20255","Mono:CSF3R_HSPC:CD244","Mono","CSF3R","HSPC","CD244",NA,NA,NA,NA
"20256","Mono:DAG1_HSPC:SARAF","Mono","DAG1","HSPC","SARAF",NA,NA,NA,NA
"20257","Mono:IL10_HSPC:IL10RB","Mono","IL10","HSPC","IL10RB",NA,NA,NA,NA
"20258","Mono:MET_HSPC:CD151","Mono","MET","HSPC","CD151",NA,NA,NA,NA
"20259","Mono:MET_HSPC:CD44","Mono","MET","HSPC","CD44",NA,2.78177603073879e-82,NA,0.309930995647344
"20260","Mono:MET_HSPC:CD82","Mono","MET","HSPC","CD82",NA,NA,NA,NA
"20261","Mono:MET_HSPC:ITGA5","Mono","MET","HSPC","ITGA5",NA,NA,NA,NA
"20262","Mono:MET_HSPC:ITGA6","Mono","MET","HSPC","ITGA6",NA,NA,NA,NA
"20263","Mono:MFNG_HSPC:NOTCH1","Mono","MFNG","HSPC","NOTCH1",NA,NA,NA,NA
"20264","Mono:NRG1_HSPC:HLA-DPB1","Mono","NRG1","HSPC","HLA-DPB1",NA,3.41028354552456e-40,NA,-0.25294619622187
"20265","Mono:PSAP_HSPC:AR","Mono","PSAP","HSPC","AR",NA,NA,NA,NA
"20266","Mono:RPS27A_HSPC:TGFBR1","Mono","RPS27A","HSPC","TGFBR1",NA,NA,NA,NA
"20267","Mono:SYK_HSPC:LAT","Mono","SYK","HSPC","LAT",NA,NA,NA,NA
"20268","Mono:TGFB1_HSPC:ITGAV","Mono","TGFB1","HSPC","ITGAV",NA,NA,NA,NA
"20269","Mono:TGFB1_HSPC:TGFBR1","Mono","TGFB1","HSPC","TGFBR1",NA,NA,NA,NA
"20270","Mono:UBA52_HSPC:NOTCH1","Mono","UBA52","HSPC","NOTCH1",NA,NA,NA,NA
"20271","Mono:UBA52_HSPC:TGFBR1","Mono","UBA52","HSPC","TGFBR1",NA,NA,NA,NA
"20272","Mono:UBB_HSPC:TGFBR1","Mono","UBB","HSPC","TGFBR1",NA,NA,NA,NA
"20273","Mono:UBC_HSPC:TGFBR1","Mono","UBC","HSPC","TGFBR1",NA,NA,NA,NA
"20274","Mono:VEGFA_HSPC:ITGAV","Mono","VEGFA","HSPC","ITGAV",NA,NA,NA,NA
"20275","Mono:YBX1_HSPC:NOTCH1","Mono","YBX1","HSPC","NOTCH1",NA,NA,NA,NA
"20276","Gran:ADAM10_HSPC:NOTCH1","Gran","ADAM10","HSPC","NOTCH1",NA,NA,NA,NA
"20277","Gran:ADAM9_HSPC:ITGAV","Gran","ADAM9","HSPC","ITGAV",NA,NA,NA,NA
"20278","Gran:AFDN_HSPC:EPHB6","Gran","AFDN","HSPC","EPHB6",NA,NA,NA,NA
"20279","Gran:AFDN_HSPC:F11R","Gran","AFDN","HSPC","F11R",NA,NA,NA,NA
"20280","Gran:AFDN_HSPC:NECTIN1","Gran","AFDN","HSPC","NECTIN1",NA,NA,NA,NA
"20281","Gran:AFDN_HSPC:NECTIN2","Gran","AFDN","HSPC","NECTIN2",NA,NA,NA,NA
"20282","Gran:AFDN_HSPC:NRXN2","Gran","AFDN","HSPC","NRXN2",NA,NA,NA,NA
"20283","Gran:ANG_HSPC:PLXNB2","Gran","ANG","HSPC","PLXNB2",NA,NA,NA,NA
"20284","Gran:ATP1B1_HSPC:NEGR1","Gran","ATP1B1","HSPC","NEGR1",NA,NA,NA,NA
"20285","Gran:BICD1_HSPC:F2R","Gran","BICD1","HSPC","F2R",NA,NA,NA,NA
"20286","Gran:CALM3_HSPC:AR","Gran","CALM3","HSPC","AR",NA,NA,NA,NA
"20287","Gran:CD2_HSPC:CD53","Gran","CD2","HSPC","CD53",NA,NA,NA,NA
"20288","Gran:CD48_HSPC:CD244","Gran","CD48","HSPC","CD244",4.30580499088419e-46,NA,-0.282370804398541,NA
"20289","Gran:CLCF1_HSPC:IL6ST","Gran","CLCF1","HSPC","IL6ST",NA,NA,NA,NA
"20290","Gran:CLCF1_HSPC:SORL1","Gran","CLCF1","HSPC","SORL1",NA,NA,NA,NA
"20291","Gran:CSF3R_HSPC:CD244","Gran","CSF3R","HSPC","CD244",NA,NA,NA,NA
"20292","Gran:DUSP18_HSPC:ITGA6","Gran","DUSP18","HSPC","ITGA6",NA,NA,NA,NA
"20293","Gran:FCAR_HSPC:TNFRSF14","Gran","FCAR","HSPC","TNFRSF14",NA,NA,NA,NA
"20294","Gran:GZMA_HSPC:F2R","Gran","GZMA","HSPC","F2R",NA,NA,NA,NA
"20295","Gran:GZMB_HSPC:PGRMC1","Gran","GZMB","HSPC","PGRMC1",NA,NA,NA,NA
"20296","Gran:IFNG_HSPC:IFNGR1","Gran","IFNG","HSPC","IFNGR1",NA,NA,NA,NA
"20297","Gran:IFNG_HSPC:IFNGR2","Gran","IFNG","HSPC","IFNGR2",NA,NA,NA,NA
"20298","Gran:LTB_HSPC:LTBR","Gran","LTB","HSPC","LTBR",NA,NA,NA,NA
"20299","Gran:LTB_HSPC:TNFRSF1A","Gran","LTB","HSPC","TNFRSF1A",NA,NA,NA,NA
"20300","Gran:NID1_HSPC:ITGAV","Gran","NID1","HSPC","ITGAV",NA,NA,NA,NA
"20301","Gran:NID1_HSPC:ITGB1","Gran","NID1","HSPC","ITGB1",NA,NA,NA,NA
"20302","Gran:PSAP_HSPC:AR","Gran","PSAP","HSPC","AR",NA,NA,NA,NA
"20303","Gran:RPS27A_HSPC:TGFBR1","Gran","RPS27A","HSPC","TGFBR1",NA,NA,NA,NA
"20304","Gran:SERTAD1_HSPC:AR","Gran","SERTAD1","HSPC","AR",NA,NA,NA,NA
"20305","Gran:SPARC_HSPC:PDGFC","Gran","SPARC","HSPC","PDGFC",NA,NA,NA,NA
"20306","Gran:SPON2_HSPC:ITGA5","Gran","SPON2","HSPC","ITGA5",NA,NA,NA,NA
"20307","Gran:TGFB1_HSPC:ITGAV","Gran","TGFB1","HSPC","ITGAV",NA,NA,NA,NA
"20308","Gran:TGFB1_HSPC:TGFBR1","Gran","TGFB1","HSPC","TGFBR1",NA,NA,NA,NA
"20309","Gran:TGM2_HSPC:ADGRG1","Gran","TGM2","HSPC","ADGRG1",NA,NA,NA,NA
"20310","Gran:TGM2_HSPC:ITGA4","Gran","TGM2","HSPC","ITGA4",NA,NA,NA,NA
"20311","Gran:TGM2_HSPC:ITGB1","Gran","TGM2","HSPC","ITGB1",NA,NA,NA,NA
"20312","Gran:THBS1_HSPC:ITGA6","Gran","THBS1","HSPC","ITGA6",NA,NA,NA,NA
"20313","Gran:UBA52_HSPC:NOTCH1","Gran","UBA52","HSPC","NOTCH1",NA,NA,NA,NA
"20314","Gran:UBA52_HSPC:TGFBR1","Gran","UBA52","HSPC","TGFBR1",NA,NA,NA,NA
"20315","Gran:UBB_HSPC:TGFBR1","Gran","UBB","HSPC","TGFBR1",NA,NA,NA,NA
"20316","Gran:UBC_HSPC:TGFBR1","Gran","UBC","HSPC","TGFBR1",NA,NA,NA,NA
"20317","Gran:VEGFA_HSPC:ITGAV","Gran","VEGFA","HSPC","ITGAV",NA,NA,NA,NA
"20318","Gran:YBX1_HSPC:NOTCH1","Gran","YBX1","HSPC","NOTCH1",NA,NA,NA,NA
"20319","T:HRAS_Ery:INSR","T","HRAS","Ery","INSR",NA,NA,NA,NA
"20320","T:LRPAP1_Ery:CD320","T","LRPAP1","Ery","CD320",NA,NA,NA,NA
"20321","T:S100A8_Ery:CD69","T","S100A8","Ery","CD69",NA,NA,NA,NA
"20322","T:TNF_Ery:TRADD","T","TNF","Ery","TRADD",NA,NA,NA,NA
"20323","T:TNF_Ery:TRAF2","T","TNF","Ery","TRAF2",NA,NA,NA,NA
"20324","T:TNFSF9_Ery:HLA-DPA1","T","TNFSF9","Ery","HLA-DPA1",NA,NA,NA,NA
"20325","T:TNFSF9_Ery:TRAF2","T","TNFSF9","Ery","TRAF2",NA,NA,NA,NA
"20326","Ery:C1orf112_Ery:PLSCR4","Ery","C1orf112","Ery","PLSCR4",NA,NA,NA,NA
"20327","Ery:CCL5_Ery:ACKR1","Ery","CCL5","Ery","ACKR1",NA,NA,NA,NA
"20328","Ery:FAM3C_Ery:CLEC2D","Ery","FAM3C","Ery","CLEC2D",NA,NA,NA,NA
"20329","Ery:S100A8_Ery:CD69","Ery","S100A8","Ery","CD69",NA,NA,NA,NA
"20330","HSPC:APOA1_Ery:LRP1","HSPC","APOA1","Ery","LRP1",NA,NA,NA,NA
"20331","HSPC:ICAM4_Ery:ITGA4","HSPC","ICAM4","Ery","ITGA4",NA,NA,NA,NA
"20332","HSPC:ICAM4_Ery:ITGB1","HSPC","ICAM4","Ery","ITGB1",NA,NA,NA,NA
"20333","HSPC:ICAM4_Ery:RHAG","HSPC","ICAM4","Ery","RHAG",NA,NA,NA,NA
"20334","HSPC:IFITM1_Ery:CD81","HSPC","IFITM1","Ery","CD81",NA,NA,NA,NA
"20335","HSPC:SPON2_Ery:ITGA4","HSPC","SPON2","Ery","ITGA4",NA,NA,NA,NA
"20336","HSPC:SPON2_Ery:ITGB1","HSPC","SPON2","Ery","ITGB1",NA,NA,NA,NA
"20337","HSPC:TYK2_Ery:IFNAR2","HSPC","TYK2","Ery","IFNAR2",NA,NA,NA,NA
"20338","B:CCL5_Ery:ACKR1","B","CCL5","Ery","ACKR1",NA,NA,NA,NA
"20339","B:FAM126B_Ery:ENG","B","FAM126B","Ery","ENG",NA,NA,NA,NA
"20340","B:FCN1_Ery:LRP1","B","FCN1","Ery","LRP1",NA,NA,NA,NA
"20341","B:RGS19_Ery:ENG","B","RGS19","Ery","ENG",NA,NA,NA,NA
"20342","B:S100A8_Ery:CD69","B","S100A8","Ery","CD69",NA,NA,NA,NA
"20343","B:SEMA7A_Ery:ITGB1","B","SEMA7A","Ery","ITGB1",NA,NA,NA,NA
"20344","B:ZYX_Ery:ENG","B","ZYX","Ery","ENG",NA,NA,NA,NA
"20345","NK:ADRB2_Ery:MGLL","NK","ADRB2","Ery","MGLL",NA,NA,NA,NA
"20346","NK:CLEC11A_Ery:ITGB1","NK","CLEC11A","Ery","ITGB1",NA,NA,NA,NA
"20347","NK:FABP5_Ery:RXRA","NK","FABP5","Ery","RXRA",NA,NA,NA,NA
"20348","NK:FCN1_Ery:LRP1","NK","FCN1","Ery","LRP1",NA,NA,NA,NA
"20349","NK:ICAM1_Ery:IL2RG","NK","ICAM1","Ery","IL2RG",NA,NA,NA,NA
"20350","NK:ITGA5_Ery:ENG","NK","ITGA5","Ery","ENG",NA,NA,NA,NA
"20351","NK:S100A8_Ery:CD69","NK","S100A8","Ery","CD69",NA,NA,NA,NA
"20352","NK:STUB1_Ery:DNAJA3","NK","STUB1","Ery","DNAJA3",NA,NA,NA,NA
"20353","NK:ZYX_Ery:ENG","NK","ZYX","Ery","ENG",NA,NA,NA,NA
"20354","Mono:ADAM28_Ery:ITGA4","Mono","ADAM28","Ery","ITGA4",NA,NA,NA,NA
"20355","Mono:DAG1_Ery:SARAF","Mono","DAG1","Ery","SARAF",NA,NA,NA,NA
"20356","Mono:IL1RN_Ery:IL2RG","Mono","IL1RN","Ery","IL2RG",NA,NA,NA,NA
"20357","Mono:MET_Ery:CD151","Mono","MET","Ery","CD151",NA,NA,NA,NA
"20358","Mono:MET_Ery:CD44","Mono","MET","Ery","CD44",NA,NA,NA,NA
"20359","Mono:MET_Ery:CD82","Mono","MET","Ery","CD82",NA,1.92871032516903e-41,NA,-0.265601021427961
"20360","Mono:MET_Ery:CDH1","Mono","MET","Ery","CDH1",NA,NA,NA,NA
"20361","Mono:MET_Ery:FAS","Mono","MET","Ery","FAS",NA,NA,NA,NA
"20362","Mono:MET_Ery:MUC1","Mono","MET","Ery","MUC1",NA,NA,NA,NA
"20363","Mono:NRG1_Ery:HLA-DPB1","Mono","NRG1","Ery","HLA-DPB1",NA,NA,NA,NA
"20364","Mono:PPBP_Ery:ACKR1","Mono","PPBP","Ery","ACKR1",NA,NA,NA,NA
"20365","Gran:AFDN_Ery:F11R","Gran","AFDN","Ery","F11R",NA,NA,NA,NA
"20366","Gran:AFDN_Ery:NECTIN1","Gran","AFDN","Ery","NECTIN1",NA,NA,NA,NA
"20367","Gran:APOA1_Ery:LRP1","Gran","APOA1","Ery","LRP1",NA,NA,NA,NA
"20368","Gran:CCL4_Ery:SLC7A1","Gran","CCL4","Ery","SLC7A1",NA,NA,NA,NA
"20369","Gran:CLCF1_Ery:IL6ST","Gran","CLCF1","Ery","IL6ST",NA,NA,NA,NA
"20370","Gran:FADD_Ery:TRADD","Gran","FADD","Ery","TRADD",NA,NA,NA,NA
"20371","Gran:GZMB_Ery:IGF2R","Gran","GZMB","Ery","IGF2R",NA,NA,NA,NA
"20372","Gran:GZMB_Ery:PGRMC1","Gran","GZMB","Ery","PGRMC1",NA,NA,NA,NA
"20373","Gran:ICAM1_Ery:IL2RG","Gran","ICAM1","Ery","IL2RG",NA,NA,NA,NA
"20374","Gran:ICAM1_Ery:MUC1","Gran","ICAM1","Ery","MUC1",NA,NA,NA,NA
"20375","Gran:IFNG_Ery:IFNGR2","Gran","IFNG","Ery","IFNGR2",NA,NA,NA,NA
"20376","Gran:IL1RN_Ery:IL2RG","Gran","IL1RN","Ery","IL2RG",NA,NA,NA,NA
"20377","Gran:NID1_Ery:ITGB1","Gran","NID1","Ery","ITGB1",NA,NA,NA,NA
"20378","Gran:OSM_Ery:IL6ST","Gran","OSM","Ery","IL6ST",NA,NA,NA,NA
"20379","Gran:TFPI_Ery:LRP1","Gran","TFPI","Ery","LRP1",NA,NA,NA,NA
