"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj","direction"
"1175","HSPC:LYZ_Gran:ITGAL","HSPC","LYZ","Gran","ITGAL",0.30195614265835,0.30195614265835,NA,NA,"up"
"1176","Mono:LYZ_Gran:ITGAL","Mono","LYZ","Gran","ITGAL",0.263315878316113,0.263315878316113,NA,NA,"down"
"1177","T:LYZ_Gran:ITGAL","T","LYZ","Gran","ITGAL",0.322266380903972,0.322266380903972,NA,NA,"up"
"1178","B:LYZ_HSPC:ITGAL","B","LYZ","HSPC","ITGAL",0.397682908697326,0.397682908697326,NA,NA,"up"
"1179","HSPC:LYZ_HSPC:ITGAL","HSPC","LYZ","HSPC","ITGAL",0.30195614265835,0.30195614265835,NA,NA,"up"
"1180","Mono:LYZ_HSPC:ITGAL","Mono","LYZ","HSPC","ITGAL",0.263315878316113,0.263315878316113,NA,NA,"down"
"1181","T:LYZ_HSPC:ITGAL","T","LYZ","HSPC","ITGAL",0.322266380903972,0.322266380903972,NA,NA,"up"
"1182","B:LYZ_Mono:ITGAL","B","LYZ","Mono","ITGAL",0.397682908697326,0.397682908697326,NA,NA,"up"
"1183","HSPC:LYZ_Mono:ITGAL","HSPC","LYZ","Mono","ITGAL",0.30195614265835,0.30195614265835,NA,NA,"up"
"1184","Mono:LYZ_Mono:ITGAL","Mono","LYZ","Mono","ITGAL",0.263315878316113,0.263315878316113,NA,NA,"down"
"1185","T:LYZ_Mono:ITGAL","T","LYZ","Mono","ITGAL",0.322266380903972,0.322266380903972,NA,NA,"up"
"1186","B:LYZ_NK:ITGAL","B","LYZ","NK","ITGAL",0.397682908697326,0.397682908697326,NA,NA,"down"
"1187","HSPC:LYZ_NK:ITGAL","HSPC","LYZ","NK","ITGAL",0.30195614265835,0.30195614265835,NA,NA,"up"
"1188","Mono:LYZ_NK:ITGAL","Mono","LYZ","NK","ITGAL",0.263315878316113,0.263315878316113,NA,NA,"down"
"1189","T:LYZ_NK:ITGAL","T","LYZ","NK","ITGAL",0.322266380903972,0.322266380903972,NA,NA,"down"
"1190","B:LYZ_T:ITGAL","B","LYZ","T","ITGAL",0.397682908697326,0.397682908697326,NA,NA,"up"
"1191","HSPC:LYZ_T:ITGAL","HSPC","LYZ","T","ITGAL",0.30195614265835,0.30195614265835,NA,NA,"up"
"1192","Mono:LYZ_T:ITGAL","Mono","LYZ","T","ITGAL",0.263315878316113,0.263315878316113,NA,NA,"down"
"1193","T:LYZ_T:ITGAL","T","LYZ","T","ITGAL",0.322266380903972,0.322266380903972,NA,NA,"up"
"1194","B:FAM3C_NK:LAMP1","B","FAM3C","NK","LAMP1",NA,NA,0.413497553207639,2.26883317075906e-56,"down"
"1195","DC:FAM3C_NK:LAMP1","DC","FAM3C","NK","LAMP1",NA,NA,0.413497553207639,2.26883317075906e-56,"down"
"1196","Ery:FAM3C_NK:LAMP1","Ery","FAM3C","NK","LAMP1",NA,NA,0.413497553207639,2.26883317075906e-56,"down"
"1197","Gran:FAM3C_NK:LAMP1","Gran","FAM3C","NK","LAMP1",NA,NA,0.413497553207639,2.26883317075906e-56,"down"
"1198","HSPC:FAM3C_NK:LAMP1","HSPC","FAM3C","NK","LAMP1",NA,NA,0.413497553207639,2.26883317075906e-56,"down"
"1199","Mono:FAM3C_NK:LAMP1","Mono","FAM3C","NK","LAMP1",NA,NA,0.413497553207639,2.26883317075906e-56,"down"
"1200","NK:FAM3C_NK:LAMP1","NK","FAM3C","NK","LAMP1",NA,NA,0.413497553207639,2.26883317075906e-56,"down"
"1201","B:CD53_B:CD37","B","CD53","B","CD37",-0.417370304609218,-0.417370304609218,-0.286383904716662,2.43217657820437e-99,"down"
"1202","DC:CD53_B:CD37","DC","CD53","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1203","Ery:CD53_B:CD37","Ery","CD53","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1204","Gran:CD53_B:CD37","Gran","CD53","B","CD37",0.257527790571524,0.257527790571524,-0.286383904716662,2.43217657820437e-99,"down"
"1205","HSPC:CD53_B:CD37","HSPC","CD53","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1206","Mono:CD53_B:CD37","Mono","CD53","B","CD37",0.331852530085835,0.331852530085835,-0.286383904716662,2.43217657820437e-99,"down"
"1207","NK:CD53_B:CD37","NK","CD53","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1208","T:CD53_B:CD37","T","CD53","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1209","B:CD53_DC:CD37","B","CD53","DC","CD37",-0.417370304609218,-0.417370304609218,NA,NA,"down"
"1210","Gran:CD53_DC:CD37","Gran","CD53","DC","CD37",0.257527790571524,0.257527790571524,NA,NA,"down"
"1211","Mono:CD53_DC:CD37","Mono","CD53","DC","CD37",0.331852530085835,0.331852530085835,NA,NA,"down"
"1212","B:CD53_Ery:CD37","B","CD53","Ery","CD37",-0.417370304609218,-0.417370304609218,NA,NA,"down"
"1213","Gran:CD53_Ery:CD37","Gran","CD53","Ery","CD37",0.257527790571524,0.257527790571524,NA,NA,"down"
"1214","Mono:CD53_Ery:CD37","Mono","CD53","Ery","CD37",0.331852530085835,0.331852530085835,NA,NA,"down"
"1215","B:CD53_Gran:CD37","B","CD53","Gran","CD37",-0.417370304609218,-0.417370304609218,NA,NA,"down"
"1216","Gran:CD53_Gran:CD37","Gran","CD53","Gran","CD37",0.257527790571524,0.257527790571524,NA,NA,"down"
"1217","Mono:CD53_Gran:CD37","Mono","CD53","Gran","CD37",0.331852530085835,0.331852530085835,NA,NA,"down"
"1218","B:CD53_HSPC:CD37","B","CD53","HSPC","CD37",-0.417370304609218,-0.417370304609218,NA,NA,"down"
"1219","Gran:CD53_HSPC:CD37","Gran","CD53","HSPC","CD37",0.257527790571524,0.257527790571524,NA,NA,"down"
"1220","Mono:CD53_HSPC:CD37","Mono","CD53","HSPC","CD37",0.331852530085835,0.331852530085835,NA,NA,"down"
"1221","B:CD53_Mono:CD37","B","CD53","Mono","CD37",-0.417370304609218,-0.417370304609218,NA,NA,"down"
"1222","Gran:CD53_Mono:CD37","Gran","CD53","Mono","CD37",0.257527790571524,0.257527790571524,NA,NA,"down"
"1223","Mono:CD53_Mono:CD37","Mono","CD53","Mono","CD37",0.331852530085835,0.331852530085835,NA,NA,"down"
"1224","B:CD53_NK:CD37","B","CD53","NK","CD37",-0.417370304609218,-0.417370304609218,NA,NA,"down"
"1225","Gran:CD53_NK:CD37","Gran","CD53","NK","CD37",0.257527790571524,0.257527790571524,NA,NA,"down"
"1226","Mono:CD53_NK:CD37","Mono","CD53","NK","CD37",0.331852530085835,0.331852530085835,NA,NA,"down"
"1227","B:CD53_T:CD37","B","CD53","T","CD37",-0.417370304609218,-0.417370304609218,NA,NA,"down"
"1228","Gran:CD53_T:CD37","Gran","CD53","T","CD37",0.257527790571524,0.257527790571524,NA,NA,"down"
"1229","Mono:CD53_T:CD37","Mono","CD53","T","CD37",0.331852530085835,0.331852530085835,NA,NA,"down"
"1230","DC:CCL5_Ery:CCRL2","DC","CCL5","Ery","CCRL2",0.350932670556722,0.350932670556722,NA,NA,"up"
"1231","Gran:CCL5_Ery:CCRL2","Gran","CCL5","Ery","CCRL2",0.413118296193987,0.413118296193987,NA,NA,"up"
"1232","Gran:CCL5_Mono:CCRL2","Gran","CCL5","Mono","CCRL2",0.413118296193987,0.413118296193987,NA,NA,"up"
"1233","Gran:CLEC11A_B:ITGB1","Gran","CLEC11A","B","ITGB1",0.294165413455673,0.294165413455673,NA,NA,"down"
"1234","Gran:CLEC11A_DC:ITGB1","Gran","CLEC11A","DC","ITGB1",0.294165413455673,0.294165413455673,NA,NA,"down"
"1235","Gran:CLEC11A_Ery:ITGB1","Gran","CLEC11A","Ery","ITGB1",0.294165413455673,0.294165413455673,NA,NA,"down"
"1236","Gran:CLEC11A_Gran:ITGB1","Gran","CLEC11A","Gran","ITGB1",0.294165413455673,0.294165413455673,NA,NA,"down"
"1237","Gran:CLEC11A_HSPC:ITGB1","Gran","CLEC11A","HSPC","ITGB1",0.294165413455673,0.294165413455673,NA,NA,"down"
"1238","Gran:CLEC11A_Mono:ITGB1","Gran","CLEC11A","Mono","ITGB1",0.294165413455673,0.294165413455673,NA,NA,"down"
"1239","Gran:CLEC11A_NK:ITGB1","Gran","CLEC11A","NK","ITGB1",0.294165413455673,0.294165413455673,NA,NA,"down"
"1240","Gran:CLEC11A_T:ITGB1","Gran","CLEC11A","T","ITGB1",0.294165413455673,0.294165413455673,NA,NA,"down"
"1241","B:LGALS1_B:ITGB1","B","LGALS1","B","ITGB1",0.270222367476778,0.270222367476778,NA,NA,"up"
"1242","Gran:LGALS1_B:ITGB1","Gran","LGALS1","B","ITGB1",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1243","NK:LGALS1_B:ITGB1","NK","LGALS1","B","ITGB1",0.372012299385026,0.372012299385026,NA,NA,"down"
"1244","B:LGALS1_DC:ITGB1","B","LGALS1","DC","ITGB1",0.270222367476778,0.270222367476778,NA,NA,"down"
"1245","Gran:LGALS1_DC:ITGB1","Gran","LGALS1","DC","ITGB1",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1246","NK:LGALS1_DC:ITGB1","NK","LGALS1","DC","ITGB1",0.372012299385026,0.372012299385026,NA,NA,"down"
"1247","B:LGALS1_Ery:ITGB1","B","LGALS1","Ery","ITGB1",0.270222367476778,0.270222367476778,NA,NA,"down"
"1248","Gran:LGALS1_Ery:ITGB1","Gran","LGALS1","Ery","ITGB1",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1249","NK:LGALS1_Ery:ITGB1","NK","LGALS1","Ery","ITGB1",0.372012299385026,0.372012299385026,NA,NA,"down"
"1250","B:LGALS1_Gran:ITGB1","B","LGALS1","Gran","ITGB1",0.270222367476778,0.270222367476778,NA,NA,"down"
"1251","Gran:LGALS1_Gran:ITGB1","Gran","LGALS1","Gran","ITGB1",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1252","NK:LGALS1_Gran:ITGB1","NK","LGALS1","Gran","ITGB1",0.372012299385026,0.372012299385026,NA,NA,"down"
"1253","B:LGALS1_HSPC:ITGB1","B","LGALS1","HSPC","ITGB1",0.270222367476778,0.270222367476778,NA,NA,"down"
"1254","Gran:LGALS1_HSPC:ITGB1","Gran","LGALS1","HSPC","ITGB1",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1255","NK:LGALS1_HSPC:ITGB1","NK","LGALS1","HSPC","ITGB1",0.372012299385026,0.372012299385026,NA,NA,"down"
"1256","B:LGALS1_Mono:ITGB1","B","LGALS1","Mono","ITGB1",0.270222367476778,0.270222367476778,NA,NA,"down"
"1257","Gran:LGALS1_Mono:ITGB1","Gran","LGALS1","Mono","ITGB1",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1258","NK:LGALS1_Mono:ITGB1","NK","LGALS1","Mono","ITGB1",0.372012299385026,0.372012299385026,NA,NA,"down"
"1259","B:LGALS1_NK:ITGB1","B","LGALS1","NK","ITGB1",0.270222367476778,0.270222367476778,NA,NA,"down"
"1260","Gran:LGALS1_NK:ITGB1","Gran","LGALS1","NK","ITGB1",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1261","NK:LGALS1_NK:ITGB1","NK","LGALS1","NK","ITGB1",0.372012299385026,0.372012299385026,NA,NA,"down"
"1262","B:LGALS1_T:ITGB1","B","LGALS1","T","ITGB1",0.270222367476778,0.270222367476778,NA,NA,"down"
"1263","Gran:LGALS1_T:ITGB1","Gran","LGALS1","T","ITGB1",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1264","NK:LGALS1_T:ITGB1","NK","LGALS1","T","ITGB1",0.372012299385026,0.372012299385026,NA,NA,"down"
"1265","B:LGALS1_B:PTPRC","B","LGALS1","B","PTPRC",0.270222367476778,0.270222367476778,NA,NA,"down"
"1266","Gran:LGALS1_B:PTPRC","Gran","LGALS1","B","PTPRC",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1267","NK:LGALS1_B:PTPRC","NK","LGALS1","B","PTPRC",0.372012299385026,0.372012299385026,NA,NA,"down"
"1268","B:LGALS1_DC:PTPRC","B","LGALS1","DC","PTPRC",0.270222367476778,0.270222367476778,NA,NA,"down"
"1269","Gran:LGALS1_DC:PTPRC","Gran","LGALS1","DC","PTPRC",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1270","NK:LGALS1_DC:PTPRC","NK","LGALS1","DC","PTPRC",0.372012299385026,0.372012299385026,NA,NA,"down"
"1271","B:LGALS1_Ery:PTPRC","B","LGALS1","Ery","PTPRC",0.270222367476778,0.270222367476778,NA,NA,"down"
"1272","Gran:LGALS1_Ery:PTPRC","Gran","LGALS1","Ery","PTPRC",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1273","NK:LGALS1_Ery:PTPRC","NK","LGALS1","Ery","PTPRC",0.372012299385026,0.372012299385026,NA,NA,"up"
"1274","B:LGALS1_Gran:PTPRC","B","LGALS1","Gran","PTPRC",0.270222367476778,0.270222367476778,0.251781048148149,2.57165473503735e-31,"down"
"1275","DC:LGALS1_Gran:PTPRC","DC","LGALS1","Gran","PTPRC",NA,NA,0.251781048148149,2.57165473503735e-31,"down"
"1276","Ery:LGALS1_Gran:PTPRC","Ery","LGALS1","Gran","PTPRC",NA,NA,0.251781048148149,2.57165473503735e-31,"up"
"1277","Gran:LGALS1_Gran:PTPRC","Gran","LGALS1","Gran","PTPRC",-0.375472077760043,-0.375472077760043,0.251781048148149,2.57165473503735e-31,"down"
"1278","HSPC:LGALS1_Gran:PTPRC","HSPC","LGALS1","Gran","PTPRC",NA,NA,0.251781048148149,2.57165473503735e-31,"down"
"1279","Mono:LGALS1_Gran:PTPRC","Mono","LGALS1","Gran","PTPRC",NA,NA,0.251781048148149,2.57165473503735e-31,"down"
"1280","NK:LGALS1_Gran:PTPRC","NK","LGALS1","Gran","PTPRC",0.372012299385026,0.372012299385026,0.251781048148149,2.57165473503735e-31,"down"
"1281","T:LGALS1_Gran:PTPRC","T","LGALS1","Gran","PTPRC",NA,NA,0.251781048148149,2.57165473503735e-31,"down"
"1282","B:LGALS1_HSPC:PTPRC","B","LGALS1","HSPC","PTPRC",0.270222367476778,0.270222367476778,NA,NA,"down"
"1283","Gran:LGALS1_HSPC:PTPRC","Gran","LGALS1","HSPC","PTPRC",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1284","NK:LGALS1_HSPC:PTPRC","NK","LGALS1","HSPC","PTPRC",0.372012299385026,0.372012299385026,NA,NA,"down"
"1285","B:LGALS1_Mono:PTPRC","B","LGALS1","Mono","PTPRC",0.270222367476778,0.270222367476778,NA,NA,"down"
"1286","Gran:LGALS1_Mono:PTPRC","Gran","LGALS1","Mono","PTPRC",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1287","NK:LGALS1_Mono:PTPRC","NK","LGALS1","Mono","PTPRC",0.372012299385026,0.372012299385026,NA,NA,"down"
"1288","B:LGALS1_NK:PTPRC","B","LGALS1","NK","PTPRC",0.270222367476778,0.270222367476778,NA,NA,"down"
"1289","Gran:LGALS1_NK:PTPRC","Gran","LGALS1","NK","PTPRC",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1290","NK:LGALS1_NK:PTPRC","NK","LGALS1","NK","PTPRC",0.372012299385026,0.372012299385026,NA,NA,"down"
"1291","B:LGALS1_T:PTPRC","B","LGALS1","T","PTPRC",0.270222367476778,0.270222367476778,NA,NA,"down"
"1292","Gran:LGALS1_T:PTPRC","Gran","LGALS1","T","PTPRC",-0.375472077760043,-0.375472077760043,NA,NA,"down"
"1293","NK:LGALS1_T:PTPRC","NK","LGALS1","T","PTPRC",0.372012299385026,0.372012299385026,NA,NA,"down"
"1294","B:COL9A2_B:CD44","B","COL9A2","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"1295","DC:COL9A2_B:CD44","DC","COL9A2","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"1296","Gran:COL9A2_B:CD44","Gran","COL9A2","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"1297","HSPC:COL9A2_B:CD44","HSPC","COL9A2","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"1298","Mono:COL9A2_B:CD44","Mono","COL9A2","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"1299","B:COL9A2_DC:CD44","B","COL9A2","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"1300","DC:COL9A2_DC:CD44","DC","COL9A2","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"1301","Gran:COL9A2_DC:CD44","Gran","COL9A2","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"1302","HSPC:COL9A2_DC:CD44","HSPC","COL9A2","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"1303","Mono:COL9A2_DC:CD44","Mono","COL9A2","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"1304","B:COL9A2_HSPC:CD44","B","COL9A2","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"1305","DC:COL9A2_HSPC:CD44","DC","COL9A2","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"1306","Gran:COL9A2_HSPC:CD44","Gran","COL9A2","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"1307","HSPC:COL9A2_HSPC:CD44","HSPC","COL9A2","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"1308","Mono:COL9A2_HSPC:CD44","Mono","COL9A2","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"1309","DC:COL9A2_NK:CD44","DC","COL9A2","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"1310","Gran:COL9A2_NK:CD44","Gran","COL9A2","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"1311","HSPC:COL9A2_NK:CD44","HSPC","COL9A2","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"1312","Mono:COL9A2_NK:CD44","Mono","COL9A2","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"1313","B:COL9A2_T:CD44","B","COL9A2","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"1314","DC:COL9A2_T:CD44","DC","COL9A2","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"1315","Gran:COL9A2_T:CD44","Gran","COL9A2","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"1316","HSPC:COL9A2_T:CD44","HSPC","COL9A2","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"1317","Mono:COL9A2_T:CD44","Mono","COL9A2","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"1318","DC:DUSP18_Ery:RPSA","DC","DUSP18","Ery","RPSA",NA,NA,-0.501228325794318,1.82414080070224e-177,"down"
"1319","Gran:DUSP18_Ery:RPSA","Gran","DUSP18","Ery","RPSA",NA,NA,-0.501228325794318,1.82414080070224e-177,"down"
"1320","HSPC:DUSP18_Ery:RPSA","HSPC","DUSP18","Ery","RPSA",NA,NA,-0.501228325794318,1.82414080070224e-177,"down"
"1321","Mono:DUSP18_Ery:RPSA","Mono","DUSP18","Ery","RPSA",NA,NA,-0.501228325794318,1.82414080070224e-177,"down"
"1322","DC:DUSP18_Gran:RPSA","DC","DUSP18","Gran","RPSA",NA,NA,-0.319047240803802,3.79165048152805e-97,"down"
"1323","Gran:DUSP18_Gran:RPSA","Gran","DUSP18","Gran","RPSA",NA,NA,-0.319047240803802,3.79165048152805e-97,"down"
"1324","HSPC:DUSP18_Gran:RPSA","HSPC","DUSP18","Gran","RPSA",NA,NA,-0.319047240803802,3.79165048152805e-97,"down"
"1325","Mono:DUSP18_Gran:RPSA","Mono","DUSP18","Gran","RPSA",NA,NA,-0.319047240803802,3.79165048152805e-97,"down"
"1326","DC:DUSP18_HSPC:RPSA","DC","DUSP18","HSPC","RPSA",NA,NA,-0.277321076207705,1.71712843496066e-152,"down"
"1327","Gran:DUSP18_HSPC:RPSA","Gran","DUSP18","HSPC","RPSA",NA,NA,-0.277321076207705,1.71712843496066e-152,"down"
"1328","HSPC:DUSP18_HSPC:RPSA","HSPC","DUSP18","HSPC","RPSA",NA,NA,-0.277321076207705,1.71712843496066e-152,"down"
"1329","Mono:DUSP18_HSPC:RPSA","Mono","DUSP18","HSPC","RPSA",NA,NA,-0.277321076207705,1.71712843496066e-152,"down"
"1330","DC:DUSP18_Mono:RPSA","DC","DUSP18","Mono","RPSA",NA,NA,-0.341693945556953,0,"down"
"1331","Gran:DUSP18_Mono:RPSA","Gran","DUSP18","Mono","RPSA",NA,NA,-0.341693945556953,0,"down"
"1332","HSPC:DUSP18_Mono:RPSA","HSPC","DUSP18","Mono","RPSA",NA,NA,-0.341693945556953,0,"down"
"1333","Mono:DUSP18_Mono:RPSA","Mono","DUSP18","Mono","RPSA",NA,NA,-0.341693945556953,0,"down"
"1334","B:CD82_B:CD37","B","CD82","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1335","DC:CD82_B:CD37","DC","CD82","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1336","Ery:CD82_B:CD37","Ery","CD82","B","CD37",-0.325524958584752,-0.325524958584752,-0.286383904716662,2.43217657820437e-99,"down"
"1337","Gran:CD82_B:CD37","Gran","CD82","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1338","HSPC:CD82_B:CD37","HSPC","CD82","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1339","Mono:CD82_B:CD37","Mono","CD82","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1340","T:CD82_B:CD37","T","CD82","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"1341","Ery:CD82_DC:CD37","Ery","CD82","DC","CD37",-0.325524958584752,-0.325524958584752,NA,NA,"down"
"1342","Ery:CD82_Ery:CD37","Ery","CD82","Ery","CD37",-0.325524958584752,-0.325524958584752,NA,NA,"down"
"1343","Ery:CD82_Gran:CD37","Ery","CD82","Gran","CD37",-0.325524958584752,-0.325524958584752,NA,NA,"down"
"1344","Ery:CD82_HSPC:CD37","Ery","CD82","HSPC","CD37",-0.325524958584752,-0.325524958584752,NA,NA,"down"
"1345","Ery:CD82_Mono:CD37","Ery","CD82","Mono","CD37",-0.325524958584752,-0.325524958584752,NA,NA,"down"
"1346","Ery:CD82_NK:CD37","Ery","CD82","NK","CD37",-0.325524958584752,-0.325524958584752,NA,NA,"down"
"1347","Ery:CD82_T:CD37","Ery","CD82","T","CD37",-0.325524958584752,-0.325524958584752,NA,NA,"down"
"1348","Ery:TIMP3_B:CD44","Ery","TIMP3","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"1349","HSPC:TIMP3_B:CD44","HSPC","TIMP3","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"1350","Ery:TIMP3_DC:CD44","Ery","TIMP3","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"1351","HSPC:TIMP3_DC:CD44","HSPC","TIMP3","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"1352","Ery:TIMP3_HSPC:CD44","Ery","TIMP3","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"1353","HSPC:TIMP3_HSPC:CD44","HSPC","TIMP3","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"1354","Ery:TIMP3_NK:CD44","Ery","TIMP3","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"1355","HSPC:TIMP3_NK:CD44","HSPC","TIMP3","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"1356","Ery:TIMP3_T:CD44","Ery","TIMP3","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"1357","HSPC:TIMP3_T:CD44","HSPC","TIMP3","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"1358","Gran:RETN_DC:TLR4","Gran","RETN","DC","TLR4",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1359","Mono:RETN_DC:TLR4","Mono","RETN","DC","TLR4",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1360","Gran:RETN_Ery:TLR4","Gran","RETN","Ery","TLR4",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1361","Gran:RETN_Gran:TLR4","Gran","RETN","Gran","TLR4",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1362","Mono:RETN_Gran:TLR4","Mono","RETN","Gran","TLR4",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1363","Gran:RETN_HSPC:TLR4","Gran","RETN","HSPC","TLR4",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1364","Gran:RETN_Mono:TLR4","Gran","RETN","Mono","TLR4",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1365","Mono:RETN_Mono:TLR4","Mono","RETN","Mono","TLR4",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1366","Gran:RETN_B:CAP1","Gran","RETN","B","CAP1",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1367","Mono:RETN_B:CAP1","Mono","RETN","B","CAP1",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1368","Gran:RETN_DC:CAP1","Gran","RETN","DC","CAP1",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1369","Mono:RETN_DC:CAP1","Mono","RETN","DC","CAP1",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1370","Gran:RETN_Ery:CAP1","Gran","RETN","Ery","CAP1",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1371","Mono:RETN_Ery:CAP1","Mono","RETN","Ery","CAP1",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1372","Gran:RETN_Gran:CAP1","Gran","RETN","Gran","CAP1",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1373","Mono:RETN_Gran:CAP1","Mono","RETN","Gran","CAP1",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1374","Gran:RETN_HSPC:CAP1","Gran","RETN","HSPC","CAP1",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1375","Mono:RETN_HSPC:CAP1","Mono","RETN","HSPC","CAP1",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1376","Gran:RETN_Mono:CAP1","Gran","RETN","Mono","CAP1",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1377","Mono:RETN_Mono:CAP1","Mono","RETN","Mono","CAP1",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1378","Gran:RETN_NK:CAP1","Gran","RETN","NK","CAP1",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1379","Mono:RETN_NK:CAP1","Mono","RETN","NK","CAP1",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1380","Gran:RETN_T:CAP1","Gran","RETN","T","CAP1",-0.766439527189285,-0.766439527189285,NA,NA,"down"
"1381","Mono:RETN_T:CAP1","Mono","RETN","T","CAP1",-0.316032984730796,-0.316032984730796,NA,NA,"down"
"1382","B:HMGB1_Mono:THBD","B","HMGB1","Mono","THBD",NA,NA,0.295593949935325,2.57499664921589e-285,"down"
"1383","DC:HMGB1_Mono:THBD","DC","HMGB1","Mono","THBD",NA,NA,0.295593949935325,2.57499664921589e-285,"down"
