"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj","direction"
"7810","Gran:LGALS9_Mono:LRP1","Gran","LGALS9","Mono","LRP1",0.334237428757051,2.64278832887731e-44,NA,NA,"down"
"7910","Mono:LGALS9_DC:LRP1","Mono","LGALS9","DC","LRP1",0.285199357074697,1.79688662155766e-235,NA,NA,"down"
"8010","Mono:LGALS9_Ery:LRP1","Mono","LGALS9","Ery","LRP1",0.285199357074697,1.79688662155766e-235,NA,NA,"down"
"8110","Mono:LGALS9_Gran:LRP1","Mono","LGALS9","Gran","LRP1",0.285199357074697,1.79688662155766e-235,NA,NA,"down"
"8210","Mono:LGALS9_Mono:LRP1","Mono","LGALS9","Mono","LRP1",0.285199357074697,1.79688662155766e-235,NA,NA,"down"
"8310","Gran:FCN1_DC:LRP1","Gran","FCN1","DC","LRP1",-0.813126440042325,4.8200472283136e-102,NA,NA,"down"
"8410","Gran:FCN1_Ery:LRP1","Gran","FCN1","Ery","LRP1",-0.813126440042325,4.8200472283136e-102,NA,NA,"down"
"8510","Gran:FCN1_Gran:LRP1","Gran","FCN1","Gran","LRP1",-0.813126440042325,4.8200472283136e-102,NA,NA,"down"
"8610","Gran:FCN1_Mono:LRP1","Gran","FCN1","Mono","LRP1",-0.813126440042325,4.8200472283136e-102,NA,NA,"down"
"8710","Mono:FCN1_DC:LRP1","Mono","FCN1","DC","LRP1",-0.515260347601312,0,NA,NA,"down"
"8810","Mono:FCN1_Ery:LRP1","Mono","FCN1","Ery","LRP1",-0.515260347601312,0,NA,NA,"down"
"8910","Mono:FCN1_Gran:LRP1","Mono","FCN1","Gran","LRP1",-0.515260347601312,0,NA,NA,"down"
"9010","Mono:FCN1_Mono:LRP1","Mono","FCN1","Mono","LRP1",-0.515260347601312,0,NA,NA,"down"
"9110","Gran:SERPINA1_DC:LRP1","Gran","SERPINA1","DC","LRP1",0.254424737877871,2.30748539056237e-21,NA,NA,"down"
"9210","Gran:SERPINA1_Ery:LRP1","Gran","SERPINA1","Ery","LRP1",0.254424737877871,2.30748539056237e-21,NA,NA,"down"
"9310","Gran:SERPINA1_Gran:LRP1","Gran","SERPINA1","Gran","LRP1",0.254424737877871,2.30748539056237e-21,NA,NA,"down"
"9410","Gran:SERPINA1_Mono:LRP1","Gran","SERPINA1","Mono","LRP1",0.254424737877871,2.30748539056237e-21,NA,NA,"down"
"9510","Mono:C1QB_Ery:LRP1","Mono","C1QB","Ery","LRP1",0.304898688350668,1.96565747562371e-190,NA,NA,"up"
"9610","Mono:C1QB_Gran:LRP1","Mono","C1QB","Gran","LRP1",0.304898688350668,1.96565747562371e-190,NA,NA,"down"
"9710","Mono:C1QB_Mono:LRP1","Mono","C1QB","Mono","LRP1",0.304898688350668,1.96565747562371e-190,NA,NA,"down"
"9810","Ery:SERPINE2_DC:LRP1","Ery","SERPINE2","DC","LRP1",-0.354713673125055,6.64574063994477e-93,NA,NA,"down"
"9910","Ery:SERPINE2_Ery:LRP1","Ery","SERPINE2","Ery","LRP1",-0.354713673125055,6.64574063994477e-93,NA,NA,"down"
"10010","Ery:SERPINE2_Gran:LRP1","Ery","SERPINE2","Gran","LRP1",-0.354713673125055,6.64574063994477e-93,NA,NA,"down"
"10110","Ery:SERPINE2_Mono:LRP1","Ery","SERPINE2","Mono","LRP1",-0.354713673125055,6.64574063994477e-93,NA,NA,"down"
"10210","HSPC:SERPINE2_DC:LRP1","HSPC","SERPINE2","DC","LRP1",-0.396093733970822,2.36418283329149e-163,NA,NA,"down"
"10310","HSPC:SERPINE2_Ery:LRP1","HSPC","SERPINE2","Ery","LRP1",-0.396093733970822,2.36418283329149e-163,NA,NA,"down"
"10410","HSPC:SERPINE2_Gran:LRP1","HSPC","SERPINE2","Gran","LRP1",-0.396093733970822,2.36418283329149e-163,NA,NA,"down"
"10510","HSPC:SERPINE2_Mono:LRP1","HSPC","SERPINE2","Mono","LRP1",-0.396093733970822,2.36418283329149e-163,NA,NA,"down"
"10610","NK:PSAP_DC:LRP1","NK","PSAP","DC","LRP1",0.301530438518953,1.03113906164038e-32,NA,NA,"down"
"10710","NK:PSAP_Ery:LRP1","NK","PSAP","Ery","LRP1",0.301530438518953,1.03113906164038e-32,NA,NA,"down"
"10810","NK:PSAP_Gran:LRP1","NK","PSAP","Gran","LRP1",0.301530438518953,1.03113906164038e-32,NA,NA,"down"
"10910","NK:PSAP_Mono:LRP1","NK","PSAP","Mono","LRP1",0.301530438518953,1.03113906164038e-32,NA,NA,"down"
"11010","B:HSP90AA1_DC:LRP1","B","HSP90AA1","DC","LRP1",0.319373267235175,2.71558980853873e-65,NA,NA,"down"
"11110","B:HSP90AA1_Ery:LRP1","B","HSP90AA1","Ery","LRP1",0.319373267235175,2.71558980853873e-65,NA,NA,"down"
"11210","B:HSP90AA1_Gran:LRP1","B","HSP90AA1","Gran","LRP1",0.319373267235175,2.71558980853873e-65,NA,NA,"down"
"11310","B:HSP90AA1_Mono:LRP1","B","HSP90AA1","Mono","LRP1",0.319373267235175,2.71558980853873e-65,NA,NA,"down"
"11410","NK:TGFB1_B:ITGB1","NK","TGFB1","B","ITGB1",0.395285963472931,7.68585727178364e-43,NA,NA,"down"
"11510","NK:TGFB1_DC:ITGB1","NK","TGFB1","DC","ITGB1",0.395285963472931,7.68585727178364e-43,NA,NA,"down"
"11610","NK:TGFB1_Ery:ITGB1","NK","TGFB1","Ery","ITGB1",0.395285963472931,7.68585727178364e-43,NA,NA,"down"
"11710","NK:TGFB1_Gran:ITGB1","NK","TGFB1","Gran","ITGB1",0.395285963472931,7.68585727178364e-43,NA,NA,"down"
"11810","NK:TGFB1_HSPC:ITGB1","NK","TGFB1","HSPC","ITGB1",0.395285963472931,7.68585727178364e-43,NA,NA,"down"
"11910","NK:TGFB1_Mono:ITGB1","NK","TGFB1","Mono","ITGB1",0.395285963472931,7.68585727178364e-43,NA,NA,"down"
"12010","NK:TGFB1_NK:ITGB1","NK","TGFB1","NK","ITGB1",0.395285963472931,7.68585727178364e-43,NA,NA,"down"
"12110","NK:TGFB1_T:ITGB1","NK","TGFB1","T","ITGB1",0.395285963472931,7.68585727178364e-43,NA,NA,"down"
"12210","T:TGFB1_B:ITGB1","T","TGFB1","B","ITGB1",0.398892403558256,4.92179456757968e-175,NA,NA,"down"
"12310","T:TGFB1_DC:ITGB1","T","TGFB1","DC","ITGB1",0.398892403558256,4.92179456757968e-175,NA,NA,"down"
"12410","T:TGFB1_Ery:ITGB1","T","TGFB1","Ery","ITGB1",0.398892403558256,4.92179456757968e-175,NA,NA,"down"
"12510","T:TGFB1_Gran:ITGB1","T","TGFB1","Gran","ITGB1",0.398892403558256,4.92179456757968e-175,NA,NA,"down"
"12610","T:TGFB1_HSPC:ITGB1","T","TGFB1","HSPC","ITGB1",0.398892403558256,4.92179456757968e-175,NA,NA,"down"
"12710","T:TGFB1_Mono:ITGB1","T","TGFB1","Mono","ITGB1",0.398892403558256,4.92179456757968e-175,NA,NA,"down"
"12810","T:TGFB1_NK:ITGB1","T","TGFB1","NK","ITGB1",0.398892403558256,4.92179456757968e-175,NA,NA,"down"
"12910","T:TGFB1_T:ITGB1","T","TGFB1","T","ITGB1",0.398892403558256,4.92179456757968e-175,NA,NA,"down"
"13010","Mono:FN1_Gran:ITGA4","Mono","FN1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"13110","DC:THBS1_Gran:ITGA4","DC","THBS1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"13210","Ery:THBS1_Gran:ITGA4","Ery","THBS1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"13310","Gran:THBS1_Gran:ITGA4","Gran","THBS1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"13410","Mono:THBS1_Gran:ITGA4","Mono","THBS1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"13510","NK:THBS1_Gran:ITGA4","NK","THBS1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"13610","T:THBS1_Gran:ITGA4","T","THBS1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"13710","DC:F13A1_Gran:ITGA4","DC","F13A1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"13810","Gran:F13A1_Gran:ITGA4","Gran","F13A1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"13910","HSPC:F13A1_Gran:ITGA4","HSPC","F13A1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"14010","Mono:F13A1_Gran:ITGA4","Mono","F13A1","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"14110","B:VCAN_Gran:ITGA4","B","VCAN","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"14210","DC:VCAN_Gran:ITGA4","DC","VCAN","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"14310","Ery:VCAN_Gran:ITGA4","Ery","VCAN","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"14410","Gran:VCAN_Gran:ITGA4","Gran","VCAN","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"14510","HSPC:VCAN_Gran:ITGA4","HSPC","VCAN","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"14610","Mono:VCAN_Gran:ITGA4","Mono","VCAN","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"14710","NK:VCAN_Gran:ITGA4","NK","VCAN","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"14810","T:VCAN_Gran:ITGA4","T","VCAN","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"14910","DC:CD14_Gran:ITGA4","DC","CD14","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"15010","Ery:CD14_Gran:ITGA4","Ery","CD14","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"15110","Gran:CD14_B:ITGA4","Gran","CD14","B","ITGA4",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"15210","Gran:CD14_DC:ITGA4","Gran","CD14","DC","ITGA4",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"15310","Gran:CD14_Ery:ITGA4","Gran","CD14","Ery","ITGA4",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"15410","Gran:CD14_Gran:ITGA4","Gran","CD14","Gran","ITGA4",-0.291091633854818,9.69490958097997e-13,0.389649322335744,9.54823233491811e-49,"down"
"15510","Gran:CD14_HSPC:ITGA4","Gran","CD14","HSPC","ITGA4",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"15610","Gran:CD14_Mono:ITGA4","Gran","CD14","Mono","ITGA4",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"15710","Gran:CD14_NK:ITGA4","Gran","CD14","NK","ITGA4",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"15810","Gran:CD14_T:ITGA4","Gran","CD14","T","ITGA4",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"15910","HSPC:CD14_Gran:ITGA4","HSPC","CD14","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"up"
"16010","Mono:CD14_Gran:ITGA4","Mono","CD14","Gran","ITGA4",NA,NA,0.389649322335744,9.54823233491811e-49,"down"
"16110","DC:VEGFA_B:CD44","DC","VEGFA","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"16210","DC:VEGFA_DC:CD44","DC","VEGFA","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"16310","DC:VEGFA_HSPC:CD44","DC","VEGFA","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"16410","DC:VEGFA_NK:CD44","DC","VEGFA","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"16510","DC:VEGFA_T:CD44","DC","VEGFA","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"16610","Ery:VEGFA_B:CD44","Ery","VEGFA","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"16710","Ery:VEGFA_DC:CD44","Ery","VEGFA","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"16810","Ery:VEGFA_HSPC:CD44","Ery","VEGFA","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"16910","Ery:VEGFA_NK:CD44","Ery","VEGFA","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"17010","Ery:VEGFA_T:CD44","Ery","VEGFA","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"17110","Gran:VEGFA_B:CD44","Gran","VEGFA","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"17210","Gran:VEGFA_DC:CD44","Gran","VEGFA","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"17310","Gran:VEGFA_HSPC:CD44","Gran","VEGFA","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"17410","Gran:VEGFA_NK:CD44","Gran","VEGFA","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"17510","Gran:VEGFA_T:CD44","Gran","VEGFA","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"17610","HSPC:VEGFA_B:CD44","HSPC","VEGFA","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"up"
"17710","HSPC:VEGFA_DC:CD44","HSPC","VEGFA","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"17810","HSPC:VEGFA_HSPC:CD44","HSPC","VEGFA","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"17910","HSPC:VEGFA_NK:CD44","HSPC","VEGFA","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"18010","HSPC:VEGFA_T:CD44","HSPC","VEGFA","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"18110","Mono:VEGFA_B:CD44","Mono","VEGFA","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"18210","Mono:VEGFA_DC:CD44","Mono","VEGFA","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"18310","Mono:VEGFA_HSPC:CD44","Mono","VEGFA","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"18410","Mono:VEGFA_NK:CD44","Mono","VEGFA","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"18510","Mono:VEGFA_T:CD44","Mono","VEGFA","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"18610","Mono:FN1_B:CD44","Mono","FN1","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"18710","Mono:FN1_DC:CD44","Mono","FN1","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"18810","Mono:FN1_HSPC:CD44","Mono","FN1","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"18910","Mono:FN1_NK:CD44","Mono","FN1","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"19010","Mono:FN1_T:CD44","Mono","FN1","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"19110","B:MIF_B:CD44","B","MIF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"19210","B:MIF_DC:CD44","B","MIF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"19310","B:MIF_HSPC:CD44","B","MIF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"19410","B:MIF_NK:CD44","B","MIF","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"19510","B:MIF_T:CD44","B","MIF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"19610","DC:MIF_B:CD44","DC","MIF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"19710","DC:MIF_DC:CD44","DC","MIF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"19810","DC:MIF_HSPC:CD44","DC","MIF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"19910","DC:MIF_NK:CD44","DC","MIF","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"20010","DC:MIF_T:CD44","DC","MIF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"20110","Ery:MIF_B:CD44","Ery","MIF","B","CD44",-0.687602733634631,5.61228137518567e-82,0.30255921203662,2.28594521517211e-32,"down"
"20210","Ery:MIF_DC:CD44","Ery","MIF","DC","CD44",-0.687602733634631,5.61228137518567e-82,0.359023389652187,4.93839176811804e-21,"down"
"20310","Ery:MIF_Ery:CD44","Ery","MIF","Ery","CD44",-0.687602733634631,5.61228137518567e-82,NA,NA,"down"
"20410","Ery:MIF_Gran:CD44","Ery","MIF","Gran","CD44",-0.687602733634631,5.61228137518567e-82,NA,NA,"down"
"20510","Ery:MIF_HSPC:CD44","Ery","MIF","HSPC","CD44",-0.687602733634631,5.61228137518567e-82,0.532332643147725,2.78177603073879e-82,"down"
"20610","Ery:MIF_Mono:CD44","Ery","MIF","Mono","CD44",-0.687602733634631,5.61228137518567e-82,NA,NA,"down"
"20710","Ery:MIF_NK:CD44","Ery","MIF","NK","CD44",-0.687602733634631,5.61228137518567e-82,0.261949285192484,8.29308871850973e-24,"down"
"20810","Ery:MIF_T:CD44","Ery","MIF","T","CD44",-0.687602733634631,5.61228137518567e-82,0.372921636490384,7.13047345198438e-170,"down"
"20910","Gran:MIF_B:CD44","Gran","MIF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"21010","Gran:MIF_DC:CD44","Gran","MIF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"21110","Gran:MIF_HSPC:CD44","Gran","MIF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"21210","Gran:MIF_NK:CD44","Gran","MIF","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"21310","Gran:MIF_T:CD44","Gran","MIF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"21410","HSPC:MIF_B:CD44","HSPC","MIF","B","CD44",-0.283980716182884,2.29902918326582e-46,0.30255921203662,2.28594521517211e-32,"down"
"21510","HSPC:MIF_DC:CD44","HSPC","MIF","DC","CD44",-0.283980716182884,2.29902918326582e-46,0.359023389652187,4.93839176811804e-21,"down"
"21610","HSPC:MIF_Ery:CD44","HSPC","MIF","Ery","CD44",-0.283980716182884,2.29902918326582e-46,NA,NA,"down"
"21710","HSPC:MIF_Gran:CD44","HSPC","MIF","Gran","CD44",-0.283980716182884,2.29902918326582e-46,NA,NA,"down"
"21810","HSPC:MIF_HSPC:CD44","HSPC","MIF","HSPC","CD44",-0.283980716182884,2.29902918326582e-46,0.532332643147725,2.78177603073879e-82,"down"
"21910","HSPC:MIF_Mono:CD44","HSPC","MIF","Mono","CD44",-0.283980716182884,2.29902918326582e-46,NA,NA,"down"
"22010","HSPC:MIF_NK:CD44","HSPC","MIF","NK","CD44",-0.283980716182884,2.29902918326582e-46,0.261949285192484,8.29308871850973e-24,"down"
"22110","HSPC:MIF_T:CD44","HSPC","MIF","T","CD44",-0.283980716182884,2.29902918326582e-46,0.372921636490384,7.13047345198438e-170,"down"
"22210","Mono:MIF_B:CD44","Mono","MIF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"22310","Mono:MIF_DC:CD44","Mono","MIF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"22410","Mono:MIF_HSPC:CD44","Mono","MIF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"22510","Mono:MIF_NK:CD44","Mono","MIF","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"22610","Mono:MIF_T:CD44","Mono","MIF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"22710","NK:MIF_B:CD44","NK","MIF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"22810","NK:MIF_DC:CD44","NK","MIF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"22910","NK:MIF_HSPC:CD44","NK","MIF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"23010","NK:MIF_NK:CD44","NK","MIF","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"23110","NK:MIF_T:CD44","NK","MIF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"23210","T:MIF_B:CD44","T","MIF","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"23310","T:MIF_DC:CD44","T","MIF","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2341","T:MIF_HSPC:CD44","T","MIF","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"2351","T:MIF_NK:CD44","T","MIF","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2361","T:MIF_T:CD44","T","MIF","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"2371","Ery:LAMC1_B:CD44","Ery","LAMC1","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"up"
"2381","Ery:LAMC1_DC:CD44","Ery","LAMC1","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2391","Ery:LAMC1_HSPC:CD44","Ery","LAMC1","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"2401","Ery:LAMC1_T:CD44","Ery","LAMC1","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"2411","Gran:LAMC1_B:CD44","Gran","LAMC1","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"up"
"24210","Gran:LAMC1_DC:CD44","Gran","LAMC1","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"up"
"24310","Gran:LAMC1_HSPC:CD44","Gran","LAMC1","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"24410","Gran:LAMC1_NK:CD44","Gran","LAMC1","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2451","Gran:LAMC1_T:CD44","Gran","LAMC1","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"up"
"2461","HSPC:COL6A1_B:CD44","HSPC","COL6A1","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2471","HSPC:COL6A1_DC:CD44","HSPC","COL6A1","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2481","HSPC:COL6A1_HSPC:CD44","HSPC","COL6A1","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"2491","HSPC:COL6A1_NK:CD44","HSPC","COL6A1","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"25010","HSPC:COL6A1_T:CD44","HSPC","COL6A1","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"25110","NK:COL6A2_B:CD44","NK","COL6A2","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2522","NK:COL6A2_DC:CD44","NK","COL6A2","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2531","NK:COL6A2_HSPC:CD44","NK","COL6A2","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"2541","NK:COL6A2_NK:CD44","NK","COL6A2","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2551","NK:COL6A2_T:CD44","NK","COL6A2","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"2561","T:COL6A2_B:CD44","T","COL6A2","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2571","T:COL6A2_DC:CD44","T","COL6A2","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2581","T:COL6A2_HSPC:CD44","T","COL6A2","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"2591","T:COL6A2_NK:CD44","T","COL6A2","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2601","T:COL6A2_T:CD44","T","COL6A2","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"2611","B:ADAM10_B:CD44","B","ADAM10","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2621","B:ADAM10_DC:CD44","B","ADAM10","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2631","B:ADAM10_HSPC:CD44","B","ADAM10","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"2641","B:ADAM10_NK:CD44","B","ADAM10","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2652","B:ADAM10_T:CD44","B","ADAM10","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"2661","DC:ADAM10_B:CD44","DC","ADAM10","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2671","DC:ADAM10_DC:CD44","DC","ADAM10","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2681","DC:ADAM10_HSPC:CD44","DC","ADAM10","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
"2691","DC:ADAM10_NK:CD44","DC","ADAM10","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2701","DC:ADAM10_T:CD44","DC","ADAM10","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"2711","Ery:ADAM10_B:CD44","Ery","ADAM10","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2721","Ery:ADAM10_DC:CD44","Ery","ADAM10","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2731","Ery:ADAM10_HSPC:CD44","Ery","ADAM10","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"2741","Ery:ADAM10_NK:CD44","Ery","ADAM10","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2751","Ery:ADAM10_T:CD44","Ery","ADAM10","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"2761","Gran:ADAM10_B:CD44","Gran","ADAM10","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2771","Gran:ADAM10_DC:CD44","Gran","ADAM10","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2781","Gran:ADAM10_HSPC:CD44","Gran","ADAM10","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"down"
"2791","Gran:ADAM10_NK:CD44","Gran","ADAM10","NK","CD44",NA,NA,0.261949285192484,8.29308871850973e-24,"down"
"2801","Gran:ADAM10_T:CD44","Gran","ADAM10","T","CD44",NA,NA,0.372921636490384,7.13047345198438e-170,"down"
"28110","HSPC:ADAM10_B:CD44","HSPC","ADAM10","B","CD44",NA,NA,0.30255921203662,2.28594521517211e-32,"down"
"2827","HSPC:ADAM10_DC:CD44","HSPC","ADAM10","DC","CD44",NA,NA,0.359023389652187,4.93839176811804e-21,"down"
"2831","HSPC:ADAM10_HSPC:CD44","HSPC","ADAM10","HSPC","CD44",NA,NA,0.532332643147725,2.78177603073879e-82,"up"
